timestamp,open,high,low,close,volume
2026-01-02,30.65,30.95,30.55,30.55,99016
2026-01-05,30.55,30.55,29.8,29.9,312002
2026-01-06,29.95,30.15,29.65,29.65,187532
2026-01-07,30.0,30.2,29.35,29.95,193007
2026-01-08,29.85,30.5,29.85,30.3,128167
2026-01-09,30.3,30.3,29.8,29.9,170500
2026-01-12,30.55,30.55,29.85,29.9,333501
2026-01-13,29.85,29.9,29.25,29.45,214000
2026-01-14,29.6,29.8,29.5,29.6,121075
2026-01-15,29.5,29.9,29.45,29.75,138216
2026-01-16,29.95,30.3,29.5,29.55,182013
2026-01-19,29.45,29.9,29.45,29.5,130002
2026-01-20,29.5,30.0,29.5,29.55,222300
2026-01-21,29.6,29.75,29.4,29.4,233100
2026-01-22,29.45,29.5,29.2,29.3,203800
2026-01-23,29.35,29.7,29.25,29.35,163355
2026-01-26,29.35,29.75,29.35,29.45,87081
2026-01-27,29.45,29.85,29.45,29.7,125334
2026-01-28,29.9,30.2,29.7,30.15,174026
2026-01-29,30.1,30.1,29.75,29.8,127002
2026-01-30,29.7,29.7,29.1,29.15,261527
2026-02-02,29.1,29.1,28.7,28.8,283229
2026-02-03,29.25,29.4,28.8,28.85,172006
2026-02-04,29.0,29.65,29.0,29.5,129012
2026-02-05,29.3,30.4,29.25,30.05,254178
2026-02-06,29.95,30.35,29.6,30.15,241104
2026-02-09,30.55,30.7,30.15,30.4,220270
2026-02-10,30.5,30.65,30.3,30.55,205850
2026-02-11,30.5,30.9,30.45,30.7,186005
2026-02-23,30.7,30.85,30.45,30.8,117119
2026-02-24,30.8,30.85,30.4,30.5,136300
2026-02-25,30.8,30.8,30.35,30.4,133280
2026-02-26,30.4,30.5,30.0,30.25,132004
2026-03-02,30.25,30.45,30.0,30.05,147023
2026-03-03,30.05,30.1,29.7,29.9,207011
2026-03-04,29.85,29.85,28.85,28.95,373303
2026-03-05,29.1,29.4,29.1,29.4,133003
2026-03-06,29.25,29.5,29.2,29.4,60052
2026-03-09,29.1,29.1,28.3,28.5,260081
2026-03-10,28.65,28.95,28.6,28.9,159125
2026-03-11,29.0,29.55,29.0,29.4,104145
2026-03-12,29.25,29.55,29.0,29.5,70018
2026-03-13,29.3,29.4,29.1,29.1,81009
2026-03-16,29.05,29.3,29.05,29.15,66116
2026-03-17,29.45,29.55,29.2,29.5,196040
2026-03-18,29.65,29.75,29.45,29.5,220018
2026-03-19,29.5,29.6,29.35,29.4,74008
2026-03-20,29.4,29.55,29.05,29.1,175006
2026-03-23,28.8,29.1,28.45,28.8,95001
2026-03-24,29.3,30.15,29.2,29.8,256001
2026-03-25,29.95,30.1,29.75,30.0,123002
2026-03-26,30.0,30.2,29.8,30.0,144002
2026-03-27,30.0,30.1,29.75,29.95,101003
2026-03-30,29.7,29.9,29.45,29.75,115004
2026-03-31,29.7,29.7,29.05,29.25,198002
2026-04-01,29.5,29.9,29.25,29.65,122001
2026-04-02,29.7,29.8,29.55,29.6,26110
2026-04-07,29.9,29.9,29.5,29.55,49200
2026-04-08,29.9,29.9,29.5,29.6,121001
2026-04-09,29.3,29.5,29.25,29.35,118313
2026-04-10,29.35,29.65,29.35,29.45,140179
2026-04-13,29.75,29.9,29.45,29.5,162001
2026-04-14,29.6,29.9,29.6,29.7,64178
2026-04-15,29.95,30.3,29.95,30.15,247600
2026-04-16,30.0,30.2,29.8,29.95,165500
2026-04-17,29.95,30.1,29.45,29.6,165365
2026-04-20,29.6,29.7,29.4,29.4,177360
2026-04-21,29.4,29.8,29.4,29.8,85200
2026-04-22,29.8,29.8,29.25,29.55,325362
2026-04-23,29.7,29.7,28.75,28.8,185031
2026-04-24,28.9,29.0,28.75,28.8,128000
2026-04-27,28.6,29.15,28.4,28.45,246051
2026-04-28,28.65,28.75,28.35,28.7,95001
2026-04-29,29.0,29.0,28.5,28.7,35000
2026-04-30,28.5,28.95,28.5,28.55,77001
2026-05-04,28.4,28.45,28.0,28.3,271050
2026-05-05,28.2,28.45,28.2,28.35,103285
2026-05-06,28.65,28.65,28.2,28.2,129511
2026-05-07,28.2,28.65,28.15,28.25,120009
2026-05-08,28.3,28.5,28.05,28.35,126002
2026-05-11,28.85,29.0,28.5,28.55,129004
2026-05-12,28.8,28.8,28.35,28.4,106003
2026-05-13,28.65,28.85,28.5,28.75,148030
2026-05-14,28.75,29.05,28.75,28.8,158039
2026-05-15,29.0,29.6,28.7,28.75,371051
2026-05-18,28.8,29.15,28.55,29.15,103121
2026-05-19,29.0,29.55,29.0,29.3,92942
2026-05-20,29.3,29.9,29.3,29.85,195100
2026-05-21,29.85,30.2,29.4,29.45,197010
2026-05-22,29.55,29.75,29.5,29.65,122019
2026-05-25,29.85,29.9,29.35,29.9,388001
2026-05-26,29.85,30.1,29.75,30.05,262013
2026-05-27,30.0,30.05,29.5,29.9,140482
2026-05-28,29.9,30.05,29.45,29.45,175716
2026-05-29,29.4,30.1,29.4,29.9,309350
