timestamp,open,high,low,close,volume
2026-01-02,18.3,18.55,18.3,18.45,40000
2026-01-05,18.45,18.6,18.3,18.4,66000
2026-01-06,18.65,18.85,18.4,18.4,112000
2026-01-07,18.5,19.0,18.5,18.75,95000
2026-01-08,18.8,18.85,18.15,18.25,70000
2026-01-09,18.4,18.4,18.15,18.15,59000
2026-01-12,18.35,18.35,17.85,18.0,117000
2026-01-13,18.1,18.2,18.0,18.05,84000
2026-01-14,18.2,18.9,18.2,18.65,101000
2026-01-15,18.7,19.35,18.7,19.0,113000
2026-01-16,19.1,19.35,19.05,19.15,135000
2026-01-19,19.15,20.3,19.0,19.95,436020
2026-01-20,20.3,20.55,19.85,20.05,318000
2026-01-21,20.05,20.2,19.6,19.6,101000
2026-01-22,20.05,20.05,19.45,19.45,107000
2026-01-23,19.6,19.8,19.05,19.3,59000
2026-01-26,18.9,19.05,18.8,19.0,151000
2026-01-27,18.7,19.15,18.7,18.7,80000
2026-01-28,18.8,19.0,18.45,18.45,84000
2026-01-29,18.45,18.5,18.2,18.25,65000
2026-01-30,18.25,18.25,18.0,18.1,28000
2026-02-02,17.8,17.9,17.7,17.7,54000
2026-02-03,18.45,18.45,17.7,18.0,35000
2026-02-04,18.0,18.0,17.9,18.0,20000
2026-02-05,18.0,18.0,17.75,17.8,24000
2026-02-06,17.8,17.9,17.7,17.9,63000
2026-02-09,18.95,19.65,18.15,18.15,782006
2026-02-10,18.3,18.35,17.9,18.1,72000
2026-02-11,17.95,18.0,17.35,17.9,152000
2026-02-23,17.85,18.5,17.85,18.45,64000
2026-02-24,18.45,18.55,18.15,18.55,85000
2026-02-25,18.55,18.85,18.45,18.85,36000
2026-02-26,18.85,19.2,18.7,18.85,88000
2026-03-02,19.0,19.1,18.45,18.9,52000
2026-03-03,18.8,18.95,18.4,18.4,56000
2026-03-04,18.4,18.4,17.5,17.9,71000
2026-03-05,17.9,18.1,17.85,17.85,40000
2026-03-06,17.85,18.2,17.85,18.15,26000
2026-03-09,17.05,17.7,17.0,17.2,69000
2026-03-10,17.3,18.9,17.3,18.9,322400
2026-03-11,19.75,19.75,18.2,18.8,101001
2026-03-12,18.25,18.7,18.25,18.55,24000
2026-03-13,18.2,18.35,18.1,18.15,35000
2026-03-16,17.65,18.6,17.65,18.15,21000
2026-03-17,18.2,18.25,17.9,17.9,52000
2026-03-18,17.9,18.25,17.9,18.0,19000
2026-03-19,18.55,18.55,17.7,17.8,38000
2026-03-20,17.7,18.25,17.7,17.85,28000
2026-03-23,17.75,17.75,17.5,17.65,26000
2026-03-24,17.65,17.85,17.45,17.85,39000
2026-03-25,17.95,18.4,17.7,18.4,6048
2026-03-26,18.35,18.35,17.95,17.95,4000
2026-03-27,17.95,18.0,17.75,17.95,12000
2026-03-30,18.0,18.0,17.55,17.6,34000
2026-03-31,17.6,17.8,17.5,17.8,24000
2026-04-01,17.4,17.65,17.4,17.5,24000
2026-04-02,17.35,17.5,17.25,17.3,26000
2026-04-07,17.4,17.5,17.25,17.25,5000
2026-04-08,18.5,18.5,17.4,17.4,17000
2026-04-09,17.4,17.5,17.05,17.05,57013
2026-04-10,17.95,18.15,17.5,17.6,37001
2026-04-13,17.7,18.2,17.6,18.1,37017
2026-04-14,18.0,19.3,17.7,18.3,117000
2026-04-15,18.3,18.95,18.3,18.8,52000
2026-04-16,19.2,19.2,18.85,19.0,43000
2026-04-17,18.8,18.9,18.4,18.9,19000
2026-04-20,19.15,19.5,19.0,19.0,227000
2026-04-21,20.0,20.0,19.2,19.55,150000
2026-04-22,19.55,19.55,19.1,19.2,37000
2026-04-23,19.15,19.15,18.5,18.75,64000
2026-04-24,18.75,19.15,18.5,19.15,31015
2026-04-27,18.5,18.7,18.5,18.7,19000
2026-04-28,19.05,19.05,18.7,18.9,30000
2026-04-29,18.9,19.15,18.7,19.15,46000
2026-04-30,19.15,19.15,18.75,18.75,28000
2026-05-04,18.75,18.85,18.75,18.75,23000
2026-05-05,18.75,18.75,18.4,18.7,33000
2026-05-06,18.85,18.85,18.15,18.25,29000
2026-05-07,18.65,18.75,18.25,18.5,49000
2026-05-08,18.5,18.95,18.25,18.8,28000
2026-05-11,18.6,18.65,18.35,18.55,34000
2026-05-12,18.3,18.6,18.05,18.55,34000
2026-05-13,18.4,18.55,18.15,18.25,24000
2026-05-14,18.25,18.3,18.1,18.1,26000
2026-05-15,18.0,18.15,17.9,17.9,61000
2026-05-18,17.8,17.8,16.85,16.95,181000
2026-05-19,17.1,17.35,17.05,17.05,26000
2026-05-20,17.05,17.05,16.85,16.85,39001
2026-05-21,16.9,17.5,16.9,17.4,19000
2026-05-22,17.3,17.85,17.3,17.8,39000
2026-05-25,18.0,18.65,17.7,18.45,63000
2026-05-26,19.05,19.1,18.0,18.0,65000
2026-05-27,18.5,18.5,17.7,18.0,24000
2026-05-28,18.0,18.45,17.8,18.0,29000
2026-05-29,18.1,18.15,17.7,17.95,47000
