date,symbol,holder_level,holders,shares,ratio,source
2026-05-29,3615,15,3,16842068,24.59,TDCC
2026-05-29,3615,16,1,1000,0.0,TDCC
2026-05-29,3615,17,43070,68466976,100.0,TDCC
2026-05-29,3615,2,9853,18467055,26.97,TDCC
2026-05-29,3615,3,903,7374202,10.77,TDCC
2026-05-29,3615,4,215,2799154,4.08,TDCC
2026-05-29,3615,5,152,2873447,4.19,TDCC
2026-05-29,3615,6,104,2726263,3.98,TDCC
2026-05-29,3615,7,48,1762516,2.57,TDCC
2026-05-29,3615,8,25,1189613,1.73,TDCC
2026-05-29,3615,9,38,2602612,3.8,TDCC
2026-05-29,3616,1,903,256729,0.27,TDCC
2026-05-29,3616,10,97,13390673,14.14,TDCC
2026-05-29,3616,11,33,9051317,9.56,TDCC
2026-05-29,3616,12,12,5854598,6.18,TDCC
2026-05-29,3616,13,10,7131879,7.53,TDCC
2026-05-29,3616,14,3,2634901,2.78,TDCC
2026-05-29,3616,15,10,24669496,26.06,TDCC
2026-05-29,3616,16,0,0,0.0,TDCC
2026-05-29,3616,17,3446,94649580,100.0,TDCC
2026-05-29,3616,2,1170,2628595,2.77,TDCC
2026-05-29,3616,3,437,3171239,3.35,TDCC
2026-05-29,3616,4,198,2469764,2.6,TDCC
2026-05-29,3616,5,108,1894418,2.0,TDCC
2026-05-29,3616,6,146,3579688,3.78,TDCC
2026-05-29,3616,7,87,3032343,3.2,TDCC
2026-05-29,3616,8,63,2850137,3.01,TDCC
2026-05-29,3616,9,169,12033803,12.71,TDCC
2026-05-29,3617,1,3137,488701,0.51,TDCC
2026-05-29,3617,10,21,2810317,2.96,TDCC
2026-05-29,3617,11,29,7630334,8.05,TDCC
2026-05-29,3617,12,15,7585042,8.0,TDCC
2026-05-29,3617,13,7,4579129,4.83,TDCC
2026-05-29,3617,14,1,952747,1.0,TDCC
2026-05-29,3617,15,17,50981225,53.79,TDCC
2026-05-29,3617,16,0,0,0.0,TDCC
2026-05-29,3617,17,7764,94766049,100.0,TDCC
2026-05-29,3617,2,3803,6882255,7.26,TDCC
2026-05-29,3617,3,380,2939868,3.1,TDCC
2026-05-29,3617,4,103,1285774,1.35,TDCC
2026-05-29,3617,5,70,1253701,1.32,TDCC
2026-05-29,3617,6,71,1832607,1.93,TDCC
2026-05-29,3617,7,39,1369559,1.44,TDCC
2026-05-29,3617,8,27,1214735,1.28,TDCC
2026-05-29,3617,9,44,2960055,3.12,TDCC
2026-05-29,3619,1,26,20051,0.26,TDCC
2026-05-29,3619,10,4,506000,6.63,TDCC
2026-05-29,3619,11,9,2711500,35.55,TDCC
2026-05-29,3619,12,2,919800,12.06,TDCC
2026-05-29,3619,13,0,0,0.0,TDCC
2026-05-29,3619,14,0,0,0.0,TDCC
2026-05-29,3619,15,1,1200000,15.73,TDCC
2026-05-29,3619,16,0,0,0.0,TDCC
2026-05-29,3619,17,164,7626150,100.0,TDCC
2026-05-29,3619,2,45,118100,1.54,TDCC
2026-05-29,3619,3,28,243300,3.19,TDCC
2026-05-29,3619,4,8,94449,1.23,TDCC
2026-05-29,3619,5,9,167400,2.19,TDCC
2026-05-29,3619,6,8,209950,2.75,TDCC
2026-05-29,3619,7,6,221000,2.89,TDCC
2026-05-29,3619,8,6,289000,3.78,TDCC
2026-05-29,3619,9,12,925600,12.13,TDCC
2026-05-29,3622,1,14336,504361,0.33,TDCC
2026-05-29,3622,10,46,6704350,4.43,TDCC
2026-05-29,3622,11,27,7377278,4.87,TDCC
2026-05-29,3622,12,5,2342138,1.54,TDCC
2026-05-29,3622,13,3,1986249,1.31,TDCC
2026-05-29,3622,14,4,3706130,2.44,TDCC
2026-05-29,3622,15,9,81176409,53.64,TDCC
2026-05-29,3622,16,0,0,0.0,TDCC
2026-05-29,3622,17,24988,151327600,100.0,TDCC
2026-05-29,3622,2,8627,16646792,11.0,TDCC
2026-05-29,3622,3,1055,8069784,5.33,TDCC
2026-05-29,3622,4,320,4004487,2.64,TDCC
2026-05-29,3622,5,182,3316844,2.19,TDCC
2026-05-29,3622,6,165,4195761,2.77,TDCC
2026-05-29,3622,7,71,2513320,1.66,TDCC
2026-05-29,3622,8,44,2038785,1.34,TDCC
2026-05-29,3622,9,94,6744912,4.45,TDCC
2026-05-29,3623,1,5714,371141,1.27,TDCC
2026-05-29,3623,10,9,1262057,4.32,TDCC
2026-05-29,3623,11,4,1207000,4.13,TDCC
2026-05-29,3623,12,2,1062000,3.63,TDCC
2026-05-29,3623,13,0,0,0.0,TDCC
2026-05-29,3623,14,0,0,0.0,TDCC
2026-05-29,3623,15,1,14100223,48.31,TDCC
2026-05-29,3623,16,0,0,0.0,TDCC
2026-05-29,3623,17,8541,29185946,100.0,TDCC
2026-05-29,3623,2,2398,4737253,16.23,TDCC
2026-05-29,3623,3,249,1996530,6.84,TDCC
2026-05-29,3623,4,46,598485,2.05,TDCC
2026-05-29,3623,5,40,734200,2.51,TDCC
2026-05-29,3623,6,32,817174,2.79,TDCC
2026-05-29,3623,7,19,694454,2.37,TDCC
2026-05-29,3623,8,13,602860,2.06,TDCC
2026-05-29,3623,9,14,1002569,3.43,TDCC
2026-05-29,3624,1,23010,791718,0.67,TDCC
2026-05-29,3624,10,16,2387733,2.03,TDCC
2026-05-29,3624,11,14,3640719,3.1,TDCC
2026-05-29,3624,12,6,2969618,2.53,TDCC
2026-05-29,3624,13,6,4248083,3.62,TDCC
2026-05-29,3624,14,3,2655894,2.26,TDCC
2026-05-29,3624,15,11,62776237,53.49,TDCC
2026-05-29,3624,16,0,0,0.0,TDCC
2026-05-29,3624,17,35361,117340842,100.0,TDCC
2026-05-29,3624,2,11015,19065011,16.24,TDCC
2026-05-29,3624,3,773,6195687,5.28,TDCC
2026-05-29,3624,4,185,2368753,2.01,TDCC
2026-05-29,3624,5,129,2386136,2.03,TDCC
2026-05-29,3624,6,86,2230340,1.9,TDCC
2026-05-29,3624,7,37,1320122,1.12,TDCC
2026-05-29,3624,8,26,1214000,1.03,TDCC
2026-05-29,3624,9,44,3090791,2.63,TDCC
2026-05-29,3625,1,39572,277380,0.24,TDCC
2026-05-29,3625,10,46,6403178,5.6,TDCC
2026-05-29,3625,11,17,4979828,4.35,TDCC
2026-05-29,3625,12,6,3035125,2.65,TDCC
2026-05-29,3625,13,7,4857459,4.25,TDCC
2026-05-29,3625,14,2,1614636,1.41,TDCC
2026-05-29,3625,15,11,40811402,35.72,TDCC
2026-05-29,3625,16,0,0,0.0,TDCC
2026-05-29,3625,17,48445,114246765,100.0,TDCC
2026-05-29,3625,2,6597,14121562,12.36,TDCC
2026-05-29,3625,3,1138,9181361,8.03,TDCC
2026-05-29,3625,4,342,4422663,3.87,TDCC
2026-05-29,3625,5,244,4587267,4.01,TDCC
2026-05-29,3625,6,167,4294288,3.75,TDCC
2026-05-29,3625,7,118,4286101,3.75,TDCC
2026-05-29,3625,8,61,2840864,2.48,TDCC
2026-05-29,3625,9,117,8533651,7.46,TDCC
2026-05-29,3627,1,12677,95673,0.3,TDCC
2026-05-29,3627,10,13,1814200,5.85,TDCC
2026-05-29,3627,11,5,1287700,4.15,TDCC
2026-05-29,3627,12,3,1264467,4.08,TDCC
2026-05-29,3627,13,1,605090,1.95,TDCC
2026-05-29,3627,14,0,0,0.0,TDCC
2026-05-29,3627,15,5,15506532,50.03,TDCC
2026-05-29,3627,16,0,0,0.0,TDCC
2026-05-29,3627,17,14083,30990880,100.0,TDCC
2026-05-29,3627,2,912,1942812,6.26,TDCC
2026-05-29,3627,3,220,1678075,5.41,TDCC
2026-05-29,3627,4,84,1035688,3.34,TDCC
2026-05-29,3627,5,43,761930,2.45,TDCC
2026-05-29,3627,6,51,1263817,4.07,TDCC
2026-05-29,3627,7,25,883071,2.84,TDCC
2026-05-29,3627,8,14,656566,2.11,TDCC
2026-05-29,3627,9,30,2195259,7.08,TDCC
2026-05-29,3628,1,4403,616660,1.37,TDCC
2026-05-29,3628,10,18,2519504,5.59,TDCC
2026-05-29,3628,11,4,1091894,2.42,TDCC
2026-05-29,3628,12,0,0,0.0,TDCC
2026-05-29,3628,13,2,1410800,3.13,TDCC
2026-05-29,3628,14,0,0,0.0,TDCC
2026-05-29,3628,15,3,25213442,56.02,TDCC
2026-05-29,3628,16,0,0,0.0,TDCC
2026-05-29,3628,17,7844,45000000,100.0,TDCC
2026-05-29,3628,2,2905,5345273,11.87,TDCC
2026-05-29,3628,3,265,2121584,4.71,TDCC
2026-05-29,3628,4,74,953305,2.11,TDCC
2026-05-29,3628,5,64,1201247,2.66,TDCC
2026-05-29,3628,6,43,1099300,2.44,TDCC
2026-05-29,3628,7,22,780126,1.73,TDCC
2026-05-29,3628,8,12,556350,1.23,TDCC
2026-05-29,3628,9,29,2090515,4.64,TDCC
2026-05-29,3629,1,1402,141170,0.42,TDCC
2026-05-29,3629,10,8,1092688,3.31,TDCC
2026-05-29,3629,11,1,250000,0.75,TDCC
2026-05-29,3629,12,2,950000,2.88,TDCC
2026-05-29,3629,13,0,0,0.0,TDCC
2026-05-29,3629,14,0,0,0.0,TDCC
2026-05-29,3629,15,3,27687406,84.01,TDCC
2026-05-29,3629,16,0,0,0.0,TDCC
2026-05-29,3629,17,1754,32954782,100.0,TDCC
2026-05-29,3629,2,224,471850,1.43,TDCC
2026-05-29,3629,3,52,411792,1.24,TDCC
2026-05-29,3629,4,15,192215,0.58,TDCC
2026-05-29,3629,5,7,135138,0.41,TDCC
2026-05-29,3629,6,15,383801,1.16,TDCC
2026-05-29,3629,7,12,427733,1.29,TDCC
2026-05-29,3629,8,3,139722,0.42,TDCC
2026-05-29,3629,9,10,671267,2.03,TDCC
2026-05-29,3630,1,11505,496773,0.24,TDCC
2026-05-29,3630,10,61,8630244,4.22,TDCC
2026-05-29,3630,11,23,6193979,3.03,TDCC
2026-05-29,3630,12,4,2014439,0.98,TDCC
2026-05-29,3630,13,3,2196008,1.07,TDCC
2026-05-29,3630,14,1,900000,0.44,TDCC
2026-05-29,3630,15,6,105401298,51.61,TDCC
2026-05-29,3630,16,0,0,0.0,TDCC
2026-05-29,3630,17,27319,204191848,100.0,TDCC
2026-05-29,3630,2,12441,25297816,12.38,TDCC
2026-05-29,3630,3,1737,13885723,6.8,TDCC
2026-05-29,3630,4,562,7172890,3.51,TDCC
2026-05-29,3630,5,348,6413963,3.14,TDCC
2026-05-29,3630,6,271,6850225,3.35,TDCC
2026-05-29,3630,7,127,4546474,2.22,TDCC
2026-05-29,3630,8,91,4187798,2.05,TDCC
2026-05-29,3630,9,139,10004218,4.89,TDCC
2026-05-29,3631,1,488,60049,0.07,TDCC
2026-05-29,3631,10,24,3397005,4.15,TDCC
2026-05-29,3631,11,13,3888593,4.75,TDCC
2026-05-29,3631,12,4,1856492,2.26,TDCC
2026-05-29,3631,13,1,650000,0.79,TDCC
2026-05-29,3631,14,1,950000,1.16,TDCC
2026-05-29,3631,15,7,61359622,74.99,TDCC
2026-05-29,3631,16,0,0,0.0,TDCC
2026-05-29,3631,17,1913,81820909,100.0,TDCC
2026-05-29,3631,2,999,2180519,2.66,TDCC
2026-05-29,3631,3,166,1331506,1.62,TDCC
2026-05-29,3631,4,58,745940,0.91,TDCC
2026-05-29,3631,5,47,866299,1.05,TDCC
2026-05-29,3631,6,42,1075253,1.31,TDCC
2026-05-29,3631,7,18,643380,0.78,TDCC
2026-05-29,3631,8,15,679149,0.83,TDCC
2026-05-29,3631,9,30,2137102,2.61,TDCC
2026-05-29,3632,1,31314,2213681,5.41,TDCC
2026-05-29,3632,10,9,1287218,3.14,TDCC
2026-05-29,3632,11,5,1143919,2.79,TDCC
2026-05-29,3632,12,0,0,0.0,TDCC
2026-05-29,3632,13,1,664500,1.62,TDCC
2026-05-29,3632,14,0,0,0.0,TDCC
2026-05-29,3632,15,4,6372428,15.58,TDCC
2026-05-29,3632,16,0,0,0.0,TDCC
2026-05-29,3632,17,37540,40889738,100.0,TDCC
2026-05-29,3632,2,4708,10382491,25.39,TDCC
2026-05-29,3632,3,885,6321192,15.45,TDCC
2026-05-29,3632,4,300,3683877,9.0,TDCC
2026-05-29,3632,5,119,2066992,5.05,TDCC
2026-05-29,3632,6,108,2599256,6.35,TDCC
2026-05-29,3632,7,39,1327022,3.24,TDCC
2026-05-29,3632,8,22,971254,2.37,TDCC
2026-05-29,3632,9,26,1855908,4.53,TDCC
2026-05-29,3633,1,458,75218,0.22,TDCC
2026-05-29,3633,10,7,921000,2.7,TDCC
2026-05-29,3633,11,12,3474991,10.21,TDCC
2026-05-29,3633,12,5,2343793,6.88,TDCC
2026-05-29,3633,13,0,0,0.0,TDCC
2026-05-29,3633,14,3,2617958,7.69,TDCC
2026-05-29,3633,15,5,15704430,46.15,TDCC
2026-05-29,3633,16,0,0,0.0,TDCC
2026-05-29,3633,17,1954,34023643,100.0,TDCC
2026-05-29,3633,2,1120,2249647,6.61,TDCC
2026-05-29,3633,3,153,1172302,3.44,TDCC
2026-05-29,3633,4,55,705906,2.07,TDCC
2026-05-29,3633,5,30,543700,1.59,TDCC
2026-05-29,3633,6,40,1007831,2.96,TDCC
2026-05-29,3633,7,27,974680,2.86,TDCC
2026-05-29,3633,8,16,709346,2.08,TDCC
2026-05-29,3633,9,23,1522841,4.47,TDCC
2026-05-29,3634,1,8,1405,0.0,TDCC
2026-05-29,3634,10,14,1968560,3.96,TDCC
2026-05-29,3634,11,10,2763660,5.57,TDCC
2026-05-29,3634,12,2,1160000,2.33,TDCC
2026-05-29,3634,13,2,1250813,2.52,TDCC
2026-05-29,3634,14,3,2800600,5.64,TDCC
2026-05-29,3634,15,6,35954998,72.48,TDCC
2026-05-29,3634,16,0,0,0.0,TDCC
2026-05-29,3634,17,218,49600000,100.0,TDCC
2026-05-29,3634,2,71,181760,0.36,TDCC
2026-05-29,3634,3,21,171360,0.34,TDCC
2026-05-29,3634,4,13,167200,0.33,TDCC
2026-05-29,3634,5,5,91600,0.18,TDCC
2026-05-29,3634,6,17,437603,0.88,TDCC
2026-05-29,3634,7,13,473040,0.95,TDCC
2026-05-29,3634,8,12,581800,1.17,TDCC
2026-05-29,3634,9,21,1595601,3.21,TDCC
2026-05-29,3635,1,138,57708,1.14,TDCC
2026-05-29,3635,10,6,865703,17.14,TDCC
2026-05-29,3635,11,3,750175,14.85,TDCC
2026-05-29,3635,12,0,0,0.0,TDCC
2026-05-29,3635,13,0,0,0.0,TDCC
2026-05-29,3635,14,0,0,0.0,TDCC
2026-05-29,3635,15,0,0,0.0,TDCC
2026-05-29,3635,16,0,0,0.0,TDCC
2026-05-29,3635,17,399,5050648,100.0,TDCC
2026-05-29,3635,2,104,281480,5.57,TDCC
2026-05-29,3635,3,59,423121,8.37,TDCC
2026-05-29,3635,4,28,341248,6.75,TDCC
2026-05-29,3635,5,18,301469,5.96,TDCC
2026-05-29,3635,6,6,146538,2.9,TDCC
2026-05-29,3635,7,12,401566,7.95,TDCC
2026-05-29,3635,8,11,484430,9.59,TDCC
2026-05-29,3635,9,14,997210,19.74,TDCC
2026-05-29,3636,1,431,82579,1.37,TDCC
2026-05-29,3636,10,0,0,0.0,TDCC
2026-05-29,3636,11,1,395567,6.59,TDCC
2026-05-29,3636,12,0,0,0.0,TDCC
2026-05-29,3636,13,0,0,0.0,TDCC
2026-05-29,3636,14,0,0,0.0,TDCC
2026-05-29,3636,15,1,5231007,87.18,TDCC
2026-05-29,3636,16,0,0,0.0,TDCC
2026-05-29,3636,17,503,6000000,100.0,TDCC
2026-05-29,3636,2,56,122786,2.04,TDCC
2026-05-29,3636,3,9,58550,0.97,TDCC
2026-05-29,3636,4,2,25291,0.42,TDCC
2026-05-29,3636,5,0,0,0.0,TDCC
2026-05-29,3636,6,2,48904,0.81,TDCC
2026-05-29,3636,7,1,35316,0.58,TDCC
2026-05-29,3636,8,0,0,0.0,TDCC
2026-05-29,3636,9,0,0,0.0,TDCC
2026-05-29,3637,1,375,127158,0.42,TDCC
2026-05-29,3637,10,8,1056768,3.55,TDCC
2026-05-29,3637,11,5,1488565,5.0,TDCC
2026-05-29,3637,12,2,1015247,3.41,TDCC
2026-05-29,3637,13,0,0,0.0,TDCC
2026-05-29,3637,14,1,819000,2.75,TDCC
2026-05-29,3637,15,3,21212978,71.3,TDCC
2026-05-29,3637,16,0,0,0.0,TDCC
2026-05-29,3637,17,820,29749409,100.0,TDCC
2026-05-29,3637,2,256,627197,2.1,TDCC
2026-05-29,3637,3,63,470418,1.58,TDCC
2026-05-29,3637,4,40,491298,1.65,TDCC
2026-05-29,3637,5,19,343120,1.15,TDCC
2026-05-29,3637,6,17,396091,1.33,TDCC
2026-05-29,3637,7,6,210859,0.7,TDCC
2026-05-29,3637,8,13,615789,2.06,TDCC
2026-05-29,3637,9,12,874921,2.94,TDCC
2026-05-29,3642,1,16662,69653,0.15,TDCC
2026-05-29,3642,10,16,2138268,4.66,TDCC
2026-05-29,3642,11,10,2774456,6.04,TDCC
2026-05-29,3642,12,1,598999,1.3,TDCC
2026-05-29,3642,13,3,2166408,4.72,TDCC
2026-05-29,3642,14,4,3612000,7.87,TDCC
2026-05-29,3642,15,10,22708464,49.5,TDCC
2026-05-29,3642,16,0,0,0.0,TDCC
2026-05-29,3642,17,18073,45868642,100.0,TDCC
2026-05-29,3642,2,910,1949445,4.25,TDCC
2026-05-29,3642,3,179,1444249,3.14,TDCC
2026-05-29,3642,4,80,1032093,2.25,TDCC
2026-05-29,3642,5,51,953800,2.07,TDCC
2026-05-29,3642,6,57,1500799,3.27,TDCC
2026-05-29,3642,7,23,806354,1.75,TDCC
2026-05-29,3642,8,26,1214413,2.64,TDCC
2026-05-29,3642,9,41,2899241,6.32,TDCC
2026-05-29,3643,1,249,84289,0.18,TDCC
2026-05-29,3643,10,0,0,0.0,TDCC
2026-05-29,3643,11,0,0,0.0,TDCC
2026-05-29,3643,12,0,0,0.0,TDCC
2026-05-29,3643,13,0,0,0.0,TDCC
2026-05-29,3643,14,0,0,0.0,TDCC
2026-05-29,3643,15,1,44645585,97.85,TDCC
2026-05-29,3643,16,0,0,0.0,TDCC
2026-05-29,3643,17,403,45623871,100.0,TDCC
2026-05-29,3643,2,106,243588,0.53,TDCC
2026-05-29,3643,3,25,173389,0.38,TDCC
2026-05-29,3643,4,8,96698,0.21,TDCC
2026-05-29,3643,5,7,121059,0.26,TDCC
2026-05-29,3643,6,3,73351,0.16,TDCC
2026-05-29,3643,7,2,72525,0.15,TDCC
2026-05-29,3643,8,0,0,0.0,TDCC
2026-05-29,3643,9,2,113387,0.24,TDCC
2026-05-29,3644,1,49,8663,0.01,TDCC
2026-05-29,3644,10,19,2618094,3.14,TDCC
2026-05-29,3644,11,12,3384426,4.06,TDCC
2026-05-29,3644,12,3,1312945,1.57,TDCC
2026-05-29,3644,13,3,2074981,2.49,TDCC
2026-05-29,3644,14,1,898803,1.07,TDCC
2026-05-29,3644,15,15,67567640,81.11,TDCC
2026-05-29,3644,16,0,0,0.0,TDCC
2026-05-29,3644,17,409,83300000,100.0,TDCC
2026-05-29,3644,2,114,285397,0.34,TDCC
2026-05-29,3644,3,74,603471,0.72,TDCC
2026-05-29,3644,4,28,373653,0.44,TDCC
2026-05-29,3644,5,20,370375,0.44,TDCC
2026-05-29,3644,6,17,459582,0.55,TDCC
2026-05-29,3644,7,16,581069,0.69,TDCC
2026-05-29,3644,8,5,226260,0.27,TDCC
2026-05-29,3644,9,33,2534641,3.04,TDCC
2026-05-29,3645,1,45638,1456684,1.06,TDCC
2026-05-29,3645,10,36,5012956,3.66,TDCC
2026-05-29,3645,11,21,5804815,4.24,TDCC
2026-05-29,3645,12,15,7178420,5.24,TDCC
2026-05-29,3645,13,5,3394492,2.48,TDCC
2026-05-29,3645,14,5,4424884,3.23,TDCC
2026-05-29,3645,15,24,50612838,37.01,TDCC
2026-05-29,3645,16,1,1000,0.0,TDCC
2026-05-29,3645,17,64266,136754207,100.0,TDCC
2026-05-29,3645,2,16439,27998309,20.47,TDCC
2026-05-29,3645,3,1213,9519680,6.96,TDCC
2026-05-29,3645,4,335,4286016,3.13,TDCC
2026-05-29,3645,5,210,3893383,2.84,TDCC
2026-05-29,3645,6,148,3795875,2.77,TDCC
2026-05-29,3645,7,64,2287319,1.67,TDCC
2026-05-29,3645,8,41,1892954,1.38,TDCC
2026-05-29,3645,9,72,5196582,3.79,TDCC
2026-05-29,3646,1,35035,76911,0.19,TDCC
2026-05-29,3646,10,24,3394550,8.63,TDCC
2026-05-29,3646,11,22,6085011,15.48,TDCC
2026-05-29,3646,12,6,3090003,7.86,TDCC
2026-05-29,3646,13,2,1371160,3.48,TDCC
2026-05-29,3646,14,8,6939221,17.65,TDCC
2026-05-29,3646,15,5,7804047,19.85,TDCC
2026-05-29,3646,16,0,0,0.0,TDCC
2026-05-29,3646,17,36436,39297371,100.0,TDCC
2026-05-29,3646,2,939,2012731,5.12,TDCC
2026-05-29,3646,3,184,1544001,3.92,TDCC
2026-05-29,3646,4,56,716633,1.82,TDCC
2026-05-29,3646,5,41,763626,1.94,TDCC
2026-05-29,3646,6,34,879723,2.23,TDCC
2026-05-29,3646,7,22,783963,1.99,TDCC
2026-05-29,3646,8,14,653000,1.66,TDCC
2026-05-29,3646,9,44,3182791,8.09,TDCC
2026-05-29,3647,1,2562,442363,15.78,TDCC
2026-05-29,3647,10,3,419419,14.96,TDCC
2026-05-29,3647,11,1,232073,8.28,TDCC
2026-05-29,3647,12,0,0,0.0,TDCC
2026-05-29,3647,13,0,0,0.0,TDCC
2026-05-29,3647,14,0,0,0.0,TDCC
2026-05-29,3647,15,0,0,0.0,TDCC
2026-05-29,3647,16,0,0,0.0,TDCC
2026-05-29,3647,17,2946,2802147,100.0,TDCC
2026-05-29,3647,2,297,620791,22.15,TDCC
2026-05-29,3647,3,49,339798,12.12,TDCC
2026-05-29,3647,4,15,178999,6.38,TDCC
2026-05-29,3647,5,6,103958,3.7,TDCC
2026-05-29,3647,6,8,186865,6.66,TDCC
2026-05-29,3647,7,1,34499,1.23,TDCC
2026-05-29,3647,8,1,44626,1.59,TDCC
2026-05-29,3647,9,3,198756,7.09,TDCC
2026-05-29,3649,1,20,3429,0.03,TDCC
2026-05-29,3649,10,17,2310072,21.35,TDCC
2026-05-29,3649,11,4,1026491,9.48,TDCC
2026-05-29,3649,12,2,1091563,10.08,TDCC
2026-05-29,3649,13,3,2021447,18.68,TDCC
2026-05-29,3649,14,1,839484,7.75,TDCC
2026-05-29,3649,15,0,0,0.0,TDCC
2026-05-29,3649,16,0,0,0.0,TDCC
2026-05-29,3649,17,275,10818542,100.0,TDCC
2026-05-29,3649,2,92,217949,2.01,TDCC
2026-05-29,3649,3,44,304053,2.81,TDCC
2026-05-29,3649,4,25,297924,2.75,TDCC
2026-05-29,3649,5,8,144398,1.33,TDCC
2026-05-29,3649,6,21,527306,4.87,TDCC
2026-05-29,3649,7,11,388424,3.59,TDCC
2026-05-29,3649,8,7,319699,2.95,TDCC
2026-05-29,3649,9,20,1326303,12.25,TDCC
2026-05-29,3651,1,3,169,0.0,TDCC
2026-05-29,3651,10,5,775397,1.11,TDCC
2026-05-29,3651,11,3,869605,1.25,TDCC
2026-05-29,3651,12,6,2788358,4.0,TDCC
2026-05-29,3651,13,1,659051,0.94,TDCC
2026-05-29,3651,14,1,941355,1.35,TDCC
2026-05-29,3651,15,4,62340814,89.61,TDCC
2026-05-29,3651,16,0,0,0.0,TDCC
2026-05-29,3651,17,69,69564873,100.0,TDCC
2026-05-29,3651,2,11,26168,0.03,TDCC
2026-05-29,3651,3,10,87000,0.12,TDCC
2026-05-29,3651,4,2,29000,0.04,TDCC
2026-05-29,3651,5,7,134679,0.19,TDCC
2026-05-29,3651,6,2,49000,0.07,TDCC
2026-05-29,3651,7,4,151000,0.21,TDCC
2026-05-29,3651,8,1,46000,0.06,TDCC
2026-05-29,3651,9,9,667277,0.95,TDCC
2026-05-29,3652,1,691,92922,0.12,TDCC
2026-05-29,3652,10,31,4257941,5.66,TDCC
2026-05-29,3652,11,9,2228166,2.96,TDCC
2026-05-29,3652,12,3,1323147,1.76,TDCC
2026-05-29,3652,13,1,679000,0.9,TDCC
2026-05-29,3652,14,1,1000000,1.33,TDCC
2026-05-29,3652,15,7,50761635,67.59,TDCC
2026-05-29,3652,16,0,0,0.0,TDCC
2026-05-29,3652,17,3752,75097500,100.0,TDCC
2026-05-29,3652,2,2438,4643948,6.18,TDCC
2026-05-29,3652,3,307,2457295,3.27,TDCC
2026-05-29,3652,4,71,937743,1.24,TDCC
2026-05-29,3652,5,63,1137053,1.51,TDCC
2026-05-29,3652,6,54,1387167,1.84,TDCC
2026-05-29,3652,7,21,757766,1.0,TDCC
2026-05-29,3652,8,17,803862,1.07,TDCC
2026-05-29,3652,9,38,2629855,3.5,TDCC
2026-05-29,3653,1,61598,2954297,2.01,TDCC
2026-05-29,3653,10,60,8263725,5.63,TDCC
2026-05-29,3653,11,40,11720644,7.98,TDCC
2026-05-29,3653,12,13,6246193,4.25,TDCC
2026-05-29,3653,13,5,3615116,2.46,TDCC
2026-05-29,3653,14,6,5720015,3.89,TDCC
2026-05-29,3653,15,18,84798194,57.79,TDCC
2026-05-29,3653,16,0,0,0.0,TDCC
2026-05-29,3653,17,65790,146732803,100.0,TDCC
2026-05-29,3653,2,3239,5484678,3.73,TDCC
2026-05-29,3653,3,297,2164664,1.47,TDCC
2026-05-29,3653,4,132,1672187,1.13,TDCC
2026-05-29,3653,5,95,1694575,1.15,TDCC
2026-05-29,3653,6,105,2604125,1.77,TDCC
2026-05-29,3653,7,63,2213463,1.5,TDCC
2026-05-29,3653,8,36,1641311,1.11,TDCC
2026-05-29,3653,9,83,5939616,4.04,TDCC
2026-05-29,3656,1,1753,473254,0.81,TDCC
2026-05-29,3656,10,13,1704706,2.92,TDCC
2026-05-29,3656,11,5,1355732,2.32,TDCC
2026-05-29,3656,12,3,1324760,2.27,TDCC
2026-05-29,3656,13,0,0,0.0,TDCC
2026-05-29,3656,14,0,0,0.0,TDCC
2026-05-29,3656,15,3,43798806,75.19,TDCC
2026-05-29,3656,16,0,0,0.0,TDCC
2026-05-29,3656,17,3284,58249340,100.0,TDCC
2026-05-29,3656,2,1072,2274390,3.9,TDCC
2026-05-29,3656,3,201,1391910,2.38,TDCC
2026-05-29,3656,4,83,987441,1.69,TDCC
2026-05-29,3656,5,44,756373,1.29,TDCC
2026-05-29,3656,6,49,1180093,2.02,TDCC
2026-05-29,3656,7,20,679199,1.16,TDCC
2026-05-29,3656,8,11,516124,0.88,TDCC
2026-05-29,3656,9,27,1806552,3.1,TDCC
2026-05-29,3657,1,27,5351,0.1,TDCC
2026-05-29,3657,10,0,0,0.0,TDCC
2026-05-29,3657,11,0,0,0.0,TDCC
2026-05-29,3657,12,1,507083,10.4,TDCC
2026-05-29,3657,13,0,0,0.0,TDCC
2026-05-29,3657,14,0,0,0.0,TDCC
2026-05-29,3657,15,1,4236042,86.89,TDCC
2026-05-29,3657,16,0,0,0.0,TDCC
2026-05-29,3657,17,47,4875042,100.0,TDCC
2026-05-29,3657,2,10,22965,0.47,TDCC
2026-05-29,3657,3,1,9880,0.2,TDCC
2026-05-29,3657,4,5,60997,1.25,TDCC
2026-05-29,3657,5,2,32724,0.67,TDCC
2026-05-29,3657,6,0,0,0.0,TDCC
2026-05-29,3657,7,0,0,0.0,TDCC
2026-05-29,3657,8,0,0,0.0,TDCC
2026-05-29,3657,9,0,0,0.0,TDCC
2026-05-29,3659,1,181,33448,0.06,TDCC
2026-05-29,3659,10,13,1779588,3.28,TDCC
2026-05-29,3659,11,4,993984,1.83,TDCC
2026-05-29,3659,12,6,2961203,5.47,TDCC
2026-05-29,3659,13,1,689500,1.27,TDCC
2026-05-29,3659,14,0,0,0.0,TDCC
