date,symbol,holder_level,holders,shares,ratio,source
2026-05-29,3008,3,437,3258083,2.49,TDCC
2026-05-29,3008,4,189,2420282,1.85,TDCC
2026-05-29,3008,5,84,1490973,1.13,TDCC
2026-05-29,3008,6,103,2570208,1.96,TDCC
2026-05-29,3008,7,58,2074545,1.58,TDCC
2026-05-29,3008,8,36,1644242,1.25,TDCC
2026-05-29,3008,9,97,6565865,5.01,TDCC
2026-05-29,3010,1,35611,1094185,0.42,TDCC
2026-05-29,3010,10,83,11306815,4.35,TDCC
2026-05-29,3010,11,48,12802708,4.93,TDCC
2026-05-29,3010,12,19,8938758,3.44,TDCC
2026-05-29,3010,13,21,14441219,5.56,TDCC
2026-05-29,3010,14,5,4567497,1.76,TDCC
2026-05-29,3010,15,34,140482736,54.14,TDCC
2026-05-29,3010,16,0,0,0.0,TDCC
2026-05-29,3010,17,49832,259436817,100.0,TDCC
2026-05-29,3010,2,11239,20569226,7.92,TDCC
2026-05-29,3010,3,1420,10252516,3.95,TDCC
2026-05-29,3010,4,528,6442415,2.48,TDCC
2026-05-29,3010,5,229,4042632,1.55,TDCC
2026-05-29,3010,6,232,5683798,2.19,TDCC
2026-05-29,3010,7,135,4721603,1.81,TDCC
2026-05-29,3010,8,85,3854994,1.48,TDCC
2026-05-29,3010,9,143,10235715,3.94,TDCC
2026-05-29,3011,1,40070,477027,0.36,TDCC
2026-05-29,3011,10,68,9653696,7.44,TDCC
2026-05-29,3011,11,37,9882880,7.62,TDCC
2026-05-29,3011,12,15,7172529,5.53,TDCC
2026-05-29,3011,13,4,2787000,2.14,TDCC
2026-05-29,3011,14,4,3774112,2.91,TDCC
2026-05-29,3011,15,7,30978732,23.89,TDCC
2026-05-29,3011,16,0,0,0.0,TDCC
2026-05-29,3011,17,49365,129646851,100.0,TDCC
2026-05-29,3011,2,6426,14029393,10.82,TDCC
2026-05-29,3011,3,1283,10588331,8.16,TDCC
2026-05-29,3011,4,439,5783906,4.46,TDCC
2026-05-29,3011,5,309,5786629,4.46,TDCC
2026-05-29,3011,6,290,7453993,5.74,TDCC
2026-05-29,3011,7,165,5919991,4.56,TDCC
2026-05-29,3011,8,101,4727924,3.64,TDCC
2026-05-29,3011,9,147,10630708,8.19,TDCC
2026-05-29,3013,1,17309,1874761,0.91,TDCC
2026-05-29,3013,10,36,4718090,2.29,TDCC
2026-05-29,3013,11,26,7535175,3.67,TDCC
2026-05-29,3013,12,11,5318178,2.59,TDCC
2026-05-29,3013,13,2,1498510,0.73,TDCC
2026-05-29,3013,14,7,6220797,3.03,TDCC
2026-05-29,3013,15,11,81743783,39.84,TDCC
2026-05-29,3013,16,0,0,0.0,TDCC
2026-05-29,3013,17,46371,205138930,100.0,TDCC
2026-05-29,3013,2,25485,45596137,22.22,TDCC
2026-05-29,3013,3,2094,16484884,8.03,TDCC
2026-05-29,3013,4,541,6983088,3.4,TDCC
2026-05-29,3013,5,296,5477974,2.67,TDCC
2026-05-29,3013,6,254,6540127,3.18,TDCC
2026-05-29,3013,7,128,4613170,2.24,TDCC
2026-05-29,3013,8,66,3093000,1.5,TDCC
2026-05-29,3013,9,105,7441256,3.62,TDCC
2026-05-29,3014,1,29657,1765156,1.06,TDCC
2026-05-29,3014,10,75,10247897,6.17,TDCC
2026-05-29,3014,11,45,12794319,7.7,TDCC
2026-05-29,3014,12,16,7581991,4.56,TDCC
2026-05-29,3014,13,8,5525361,3.32,TDCC
2026-05-29,3014,14,9,8005211,4.82,TDCC
2026-05-29,3014,15,16,37913899,22.84,TDCC
2026-05-29,3014,16,0,0,0.0,TDCC
2026-05-29,3014,17,50484,165987124,100.0,TDCC
2026-05-29,3014,2,17612,32845845,19.78,TDCC
2026-05-29,3014,3,1724,13606931,8.19,TDCC
2026-05-29,3014,4,443,5752878,3.46,TDCC
2026-05-29,3014,5,279,5210968,3.13,TDCC
2026-05-29,3014,6,243,6222225,3.74,TDCC
2026-05-29,3014,7,126,4482575,2.7,TDCC
2026-05-29,3014,8,84,3857082,2.32,TDCC
2026-05-29,3014,9,147,10174786,6.12,TDCC
2026-05-29,3015,1,3755,902911,0.48,TDCC
2026-05-29,3015,10,43,6074066,3.24,TDCC
2026-05-29,3015,11,32,9089927,4.85,TDCC
2026-05-29,3015,12,9,4372087,2.33,TDCC
2026-05-29,3015,13,6,4069937,2.17,TDCC
2026-05-29,3015,14,6,5636500,3.0,TDCC
2026-05-29,3015,15,30,105820470,56.5,TDCC
2026-05-29,3015,16,0,0,0.0,TDCC
2026-05-29,3015,17,15563,187261950,100.0,TDCC
2026-05-29,3015,2,9710,19155880,10.22,TDCC
2026-05-29,3015,3,1103,8720619,4.65,TDCC
2026-05-29,3015,4,293,3705470,1.97,TDCC
2026-05-29,3015,5,188,3476543,1.85,TDCC
2026-05-29,3015,6,158,3974438,2.12,TDCC
2026-05-29,3015,7,82,2923021,1.56,TDCC
2026-05-29,3015,8,54,2501873,1.33,TDCC
2026-05-29,3015,9,94,6838208,3.65,TDCC
2026-05-29,3016,1,13542,1173305,0.4,TDCC
2026-05-29,3016,10,34,4792351,1.65,TDCC
2026-05-29,3016,11,17,4881017,1.68,TDCC
2026-05-29,3016,12,6,2740633,0.94,TDCC
2026-05-29,3016,13,4,2888928,0.99,TDCC
2026-05-29,3016,14,9,8036957,2.77,TDCC
2026-05-29,3016,15,17,213441029,73.72,TDCC
2026-05-29,3016,16,0,0,0.0,TDCC
2026-05-29,3016,17,29368,289512376,100.0,TDCC
2026-05-29,3016,2,13866,23705827,8.18,TDCC
2026-05-29,3016,3,1096,8345201,2.88,TDCC
2026-05-29,3016,4,298,3702517,1.27,TDCC
2026-05-29,3016,5,171,3150469,1.08,TDCC
2026-05-29,3016,6,123,3126938,1.08,TDCC
2026-05-29,3016,7,66,2331631,0.8,TDCC
2026-05-29,3016,8,41,1884074,0.65,TDCC
2026-05-29,3016,9,78,5311499,1.83,TDCC
2026-05-29,3017,1,125149,8881823,2.26,TDCC
2026-05-29,3017,10,156,21700109,5.52,TDCC
2026-05-29,3017,11,109,31214557,7.95,TDCC
2026-05-29,3017,12,46,22314753,5.68,TDCC
2026-05-29,3017,13,23,16183583,4.12,TDCC
2026-05-29,3017,14,13,11803890,3.0,TDCC
2026-05-29,3017,15,54,207734844,52.92,TDCC
2026-05-29,3017,16,0,0,0.0,TDCC
2026-05-29,3017,17,142659,392543007,100.0,TDCC
2026-05-29,3017,2,14851,23889682,6.08,TDCC
2026-05-29,3017,3,947,7006727,1.78,TDCC
2026-05-29,3017,4,385,4820049,1.22,TDCC
2026-05-29,3017,5,192,3444948,0.87,TDCC
2026-05-29,3017,6,251,6237643,1.58,TDCC
2026-05-29,3017,7,135,4701315,1.19,TDCC
2026-05-29,3017,8,105,4838101,1.23,TDCC
2026-05-29,3017,9,243,17770983,4.52,TDCC
2026-05-29,3018,1,32532,1837505,2.43,TDCC
2026-05-29,3018,10,16,2088006,2.77,TDCC
2026-05-29,3018,11,6,1682989,2.23,TDCC
2026-05-29,3018,12,2,883441,1.17,TDCC
2026-05-29,3018,13,1,699999,0.92,TDCC
2026-05-29,3018,14,0,0,0.0,TDCC
2026-05-29,3018,15,3,46878199,62.19,TDCC
2026-05-29,3018,16,0,0,0.0,TDCC
2026-05-29,3018,17,37104,75377715,100.0,TDCC
2026-05-29,3018,2,3572,7641183,10.13,TDCC
2026-05-29,3018,3,581,4204812,5.57,TDCC
2026-05-29,3018,4,170,2088828,2.77,TDCC
2026-05-29,3018,5,72,1278853,1.69,TDCC
2026-05-29,3018,6,63,1593633,2.11,TDCC
2026-05-29,3018,7,23,781629,1.03,TDCC
2026-05-29,3018,8,28,1294214,1.71,TDCC
2026-05-29,3018,9,35,2424424,3.21,TDCC
2026-05-29,3019,1,48709,3395913,1.21,TDCC
2026-05-29,3019,10,52,7279411,2.6,TDCC
2026-05-29,3019,11,30,8281523,2.96,TDCC
2026-05-29,3019,12,8,3891130,1.39,TDCC
2026-05-29,3019,13,9,5974706,2.13,TDCC
2026-05-29,3019,14,8,7050883,2.52,TDCC
2026-05-29,3019,15,22,93647324,33.53,TDCC
2026-05-29,3019,16,1,2000,0.0,TDCC
2026-05-29,3019,17,95698,279243901,100.0,TDCC
2026-05-29,3019,2,41584,73871630,26.45,TDCC
2026-05-29,3019,3,3195,24965125,8.94,TDCC
2026-05-29,3019,4,795,10269467,3.67,TDCC
2026-05-29,3019,5,486,9033465,3.23,TDCC
2026-05-29,3019,6,364,9379954,3.35,TDCC
2026-05-29,3019,7,175,6304917,2.25,TDCC
2026-05-29,3019,8,115,5290227,1.89,TDCC
2026-05-29,3019,9,146,10610226,3.79,TDCC
2026-05-29,3020,1,1440,215206,0.17,TDCC
2026-05-29,3020,10,0,0,0.0,TDCC
2026-05-29,3020,11,0,0,0.0,TDCC
2026-05-29,3020,12,0,0,0.0,TDCC
2026-05-29,3020,13,0,0,0.0,TDCC
2026-05-29,3020,14,0,0,0.0,TDCC
2026-05-29,3020,15,1,122032222,99.45,TDCC
2026-05-29,3020,16,0,0,0.0,TDCC
2026-05-29,3020,17,1639,122695622,100.0,TDCC
2026-05-29,3020,2,186,337921,0.27,TDCC
2026-05-29,3020,3,8,49500,0.04,TDCC
2026-05-29,3020,4,3,35648,0.02,TDCC
2026-05-29,3020,5,0,0,0.0,TDCC
2026-05-29,3020,6,1,25125,0.02,TDCC
2026-05-29,3020,7,0,0,0.0,TDCC
2026-05-29,3020,8,0,0,0.0,TDCC
2026-05-29,3020,9,0,0,0.0,TDCC
2026-05-29,3021,1,3024,553476,0.58,TDCC
2026-05-29,3021,10,21,2866645,3.02,TDCC
2026-05-29,3021,11,16,4487757,4.72,TDCC
2026-05-29,3021,12,3,1496850,1.57,TDCC
2026-05-29,3021,13,2,1544715,1.62,TDCC
2026-05-29,3021,14,3,2872547,3.02,TDCC
2026-05-29,3021,15,14,61915458,65.24,TDCC
2026-05-29,3021,16,0,0,0.0,TDCC
2026-05-29,3021,17,6538,94890000,100.0,TDCC
2026-05-29,3021,2,2674,5340068,5.62,TDCC
2026-05-29,3021,3,413,3272662,3.44,TDCC
2026-05-29,3021,4,116,1464054,1.54,TDCC
2026-05-29,3021,5,83,1511585,1.59,TDCC
2026-05-29,3021,6,58,1439348,1.51,TDCC
2026-05-29,3021,7,31,1114522,1.17,TDCC
2026-05-29,3021,8,27,1233601,1.3,TDCC
2026-05-29,3021,9,53,3776712,3.98,TDCC
2026-05-29,3022,1,6432,1611950,0.91,TDCC
2026-05-29,3022,10,54,7666412,4.34,TDCC
2026-05-29,3022,11,23,5879091,3.32,TDCC
2026-05-29,3022,12,11,5713753,3.23,TDCC
2026-05-29,3022,13,1,772774,0.43,TDCC
2026-05-29,3022,14,6,5366076,3.03,TDCC
2026-05-29,3022,15,21,94299884,53.39,TDCC
2026-05-29,3022,16,0,0,0.0,TDCC
2026-05-29,3022,17,18185,176597790,100.0,TDCC
2026-05-29,3022,2,9415,18855840,10.67,TDCC
2026-05-29,3022,3,1177,9098090,5.15,TDCC
2026-05-29,3022,4,372,4679638,2.64,TDCC
2026-05-29,3022,5,228,4183016,2.36,TDCC
2026-05-29,3022,6,187,4764850,2.69,TDCC
2026-05-29,3022,7,89,3223989,1.82,TDCC
2026-05-29,3022,8,57,2620609,1.48,TDCC
2026-05-29,3022,9,112,7861818,4.45,TDCC
2026-05-29,3023,1,43992,1818144,0.75,TDCC
2026-05-29,3023,10,102,14565910,6.06,TDCC
2026-05-29,3023,11,67,19143557,7.97,TDCC
2026-05-29,3023,12,31,15745770,6.55,TDCC
2026-05-29,3023,13,14,9661901,4.02,TDCC
2026-05-29,3023,14,12,10693954,4.45,TDCC
2026-05-29,3023,15,48,125574167,52.3,TDCC
2026-05-29,3023,16,0,0,0.0,TDCC
2026-05-29,3023,17,54133,240069014,100.0,TDCC
2026-05-29,3023,2,8287,14301285,5.95,TDCC
2026-05-29,3023,3,756,5676115,2.36,TDCC
2026-05-29,3023,4,297,3662483,1.52,TDCC
2026-05-29,3023,5,153,2763348,1.15,TDCC
2026-05-29,3023,6,141,3522556,1.46,TDCC
2026-05-29,3023,7,69,2424025,1.0,TDCC
2026-05-29,3023,8,49,2224466,0.92,TDCC
2026-05-29,3023,9,115,8291333,3.45,TDCC
2026-05-29,3024,1,43092,1998974,0.72,TDCC
2026-05-29,3024,10,132,18813186,6.78,TDCC
2026-05-29,3024,11,68,19478394,7.02,TDCC
2026-05-29,3024,12,22,11084638,3.99,TDCC
2026-05-29,3024,13,20,13969988,5.04,TDCC
2026-05-29,3024,14,12,10790524,3.89,TDCC
2026-05-29,3024,15,33,105870420,38.19,TDCC
2026-05-29,3024,16,0,0,0.0,TDCC
2026-05-29,3024,17,57427,277157496,100.0,TDCC
2026-05-29,3024,2,9956,21981864,7.93,TDCC
2026-05-29,3024,3,2056,16114922,5.81,TDCC
2026-05-29,3024,4,687,8669818,3.12,TDCC
2026-05-29,3024,5,419,7756579,2.79,TDCC
2026-05-29,3024,6,371,9497584,3.42,TDCC
2026-05-29,3024,7,178,6405994,2.31,TDCC
2026-05-29,3024,8,125,5879150,2.12,TDCC
2026-05-29,3024,9,256,18845461,6.79,TDCC
2026-05-29,3025,1,33684,806847,1.42,TDCC
2026-05-29,3025,10,33,4430285,7.8,TDCC
2026-05-29,3025,11,12,3303468,5.82,TDCC
2026-05-29,3025,12,5,2515602,4.43,TDCC
2026-05-29,3025,13,4,2617615,4.61,TDCC
2026-05-29,3025,14,2,1928564,3.39,TDCC
2026-05-29,3025,15,3,8814181,15.53,TDCC
2026-05-29,3025,16,0,0,0.0,TDCC
2026-05-29,3025,17,41118,56736440,100.0,TDCC
2026-05-29,3025,2,6137,11620037,20.48,TDCC
2026-05-29,3025,3,636,5097116,8.98,TDCC
2026-05-29,3025,4,196,2473837,4.36,TDCC
2026-05-29,3025,5,144,2653641,4.67,TDCC
2026-05-29,3025,6,121,3118180,5.49,TDCC
2026-05-29,3025,7,60,2137267,3.76,TDCC
2026-05-29,3025,8,33,1513076,2.66,TDCC
2026-05-29,3025,9,48,3706724,6.53,TDCC
2026-05-29,3026,1,32168,2825334,1.7,TDCC
2026-05-29,3026,10,49,6863767,4.13,TDCC
2026-05-29,3026,11,30,8227167,4.95,TDCC
2026-05-29,3026,12,20,9781854,5.89,TDCC
2026-05-29,3026,13,14,9561774,5.76,TDCC
2026-05-29,3026,14,8,7172887,4.32,TDCC
2026-05-29,3026,15,30,66833678,40.28,TDCC
2026-05-29,3026,16,0,0,0.0,TDCC
2026-05-29,3026,17,47589,165890318,100.0,TDCC
2026-05-29,3026,2,13194,22328574,13.45,TDCC
2026-05-29,3026,3,1156,8139316,4.9,TDCC
2026-05-29,3026,4,382,4622581,2.78,TDCC
2026-05-29,3026,5,150,2667567,1.6,TDCC
2026-05-29,3026,6,162,3973809,2.39,TDCC
2026-05-29,3026,7,69,2400552,1.44,TDCC
2026-05-29,3026,8,42,1930276,1.16,TDCC
2026-05-29,3026,9,115,8561182,5.16,TDCC
2026-05-29,3027,1,35176,541348,0.41,TDCC
2026-05-29,3027,10,56,7653060,5.88,TDCC
2026-05-29,3027,11,19,5041023,3.87,TDCC
2026-05-29,3027,12,10,4997724,3.84,TDCC
2026-05-29,3027,13,8,5686959,4.37,TDCC
2026-05-29,3027,14,3,2844000,2.18,TDCC
2026-05-29,3027,15,10,44196376,34.0,TDCC
2026-05-29,3027,16,0,0,0.0,TDCC
2026-05-29,3027,17,47148,129960299,100.0,TDCC
2026-05-29,3027,2,9474,19669787,15.13,TDCC
2026-05-29,3027,3,1306,10469447,8.05,TDCC
2026-05-29,3027,4,397,5092329,3.91,TDCC
2026-05-29,3027,5,234,4394736,3.38,TDCC
2026-05-29,3027,6,178,4525933,3.48,TDCC
2026-05-29,3027,7,91,3246532,2.49,TDCC
2026-05-29,3027,8,72,3348305,2.57,TDCC
2026-05-29,3027,9,114,8252740,6.35,TDCC
2026-05-29,3028,1,31236,1097209,0.46,TDCC
2026-05-29,3028,10,65,9035977,3.8,TDCC
2026-05-29,3028,11,36,9780268,4.12,TDCC
2026-05-29,3028,12,11,5523848,2.32,TDCC
2026-05-29,3028,13,3,2193767,0.92,TDCC
2026-05-29,3028,14,5,4597810,1.93,TDCC
2026-05-29,3028,15,27,97097662,40.92,TDCC
2026-05-29,3028,16,0,0,0.0,TDCC
2026-05-29,3028,17,54542,237241193,100.0,TDCC
2026-05-29,3028,2,18691,37356603,15.74,TDCC
2026-05-29,3028,3,2510,20116451,8.47,TDCC
2026-05-29,3028,4,684,8794171,3.7,TDCC
2026-05-29,3028,5,449,8358807,3.52,TDCC
2026-05-29,3028,6,360,9284089,3.91,TDCC
2026-05-29,3028,7,192,6975312,2.94,TDCC
2026-05-29,3028,8,107,5044434,2.12,TDCC
2026-05-29,3028,9,166,11984785,5.05,TDCC
2026-05-29,3029,1,41902,2302106,1.37,TDCC
2026-05-29,3029,10,47,6542069,3.91,TDCC
2026-05-29,3029,11,24,6788500,4.06,TDCC
2026-05-29,3029,12,13,6319948,3.78,TDCC
2026-05-29,3029,13,2,1395552,0.83,TDCC
2026-05-29,3029,14,6,5144456,3.08,TDCC
2026-05-29,3029,15,16,57373011,34.35,TDCC
2026-05-29,3029,16,0,0,0.0,TDCC
2026-05-29,3029,17,64978,167005212,100.0,TDCC
2026-05-29,3029,2,19855,36773816,22.01,TDCC
2026-05-29,3029,3,1826,13829459,8.28,TDCC
2026-05-29,3029,4,547,6834445,4.09,TDCC
2026-05-29,3029,5,267,4879404,2.92,TDCC
2026-05-29,3029,6,218,5480095,3.28,TDCC
2026-05-29,3029,7,93,3317113,1.98,TDCC
2026-05-29,3029,8,56,2595746,1.55,TDCC
2026-05-29,3029,9,106,7429492,4.44,TDCC
2026-05-29,3030,1,14771,2348880,0.99,TDCC
2026-05-29,3030,10,76,10622266,4.49,TDCC
2026-05-29,3030,11,48,13639819,5.77,TDCC
2026-05-29,3030,12,16,7823824,3.31,TDCC
2026-05-29,3030,13,7,4663314,1.97,TDCC
2026-05-29,3030,14,5,4230172,1.79,TDCC
2026-05-29,3030,15,26,128350908,54.33,TDCC
2026-05-29,3030,16,0,0,0.0,TDCC
2026-05-29,3030,17,30847,236216000,100.0,TDCC
2026-05-29,3030,2,13477,23874753,10.1,TDCC
2026-05-29,3030,3,1260,9589417,4.05,TDCC
2026-05-29,3030,4,394,5033856,2.13,TDCC
2026-05-29,3030,5,261,4765798,2.01,TDCC
2026-05-29,3030,6,189,4726913,2.0,TDCC
2026-05-29,3030,7,115,4030890,1.7,TDCC
2026-05-29,3030,8,76,3486951,1.47,TDCC
2026-05-29,3030,9,126,9028239,3.82,TDCC
2026-05-29,3031,1,4059,647686,0.37,TDCC
2026-05-29,3031,10,43,5827202,3.36,TDCC
2026-05-29,3031,11,16,4837429,2.79,TDCC
2026-05-29,3031,12,1,412448,0.23,TDCC
2026-05-29,3031,13,0,0,0.0,TDCC
2026-05-29,3031,14,2,1819000,1.05,TDCC
2026-05-29,3031,15,12,100029338,57.75,TDCC
2026-05-29,3031,16,0,0,0.0,TDCC
2026-05-29,3031,17,18004,173203224,100.0,TDCC
2026-05-29,3031,2,11453,22945828,13.24,TDCC
2026-05-29,3031,3,1409,11298231,6.52,TDCC
2026-05-29,3031,4,375,4763861,2.75,TDCC
2026-05-29,3031,5,241,4531151,2.61,TDCC
2026-05-29,3031,6,176,4517408,2.6,TDCC
2026-05-29,3031,7,79,2791231,1.61,TDCC
2026-05-29,3031,8,53,2491313,1.43,TDCC
2026-05-29,3031,9,85,6291098,3.63,TDCC
2026-05-29,3032,1,24430,559439,0.49,TDCC
2026-05-29,3032,10,52,7402072,6.53,TDCC
2026-05-29,3032,11,19,5315366,4.69,TDCC
2026-05-29,3032,12,9,4176408,3.68,TDCC
2026-05-29,3032,13,3,1952942,1.72,TDCC
2026-05-29,3032,14,2,1868036,1.64,TDCC
2026-05-29,3032,15,12,51491083,45.45,TDCC
2026-05-29,3032,16,0,0,0.0,TDCC
2026-05-29,3032,17,33146,113285626,100.0,TDCC
2026-05-29,3032,2,7106,13592986,11.99,TDCC
2026-05-29,3032,3,762,6029650,5.32,TDCC
2026-05-29,3032,4,255,3299038,2.91,TDCC
2026-05-29,3032,5,139,2593614,2.28,TDCC
2026-05-29,3032,6,144,3753147,3.31,TDCC
2026-05-29,3032,7,85,3035130,2.67,TDCC
2026-05-29,3032,8,42,1965939,1.73,TDCC
2026-05-29,3032,9,86,6250776,5.51,TDCC
2026-05-29,3033,1,50667,2166874,0.42,TDCC
2026-05-29,3033,10,202,28908168,5.66,TDCC
2026-05-29,3033,11,78,21993585,4.31,TDCC
2026-05-29,3033,12,31,15224717,2.98,TDCC
2026-05-29,3033,13,14,9839817,1.92,TDCC
2026-05-29,3033,14,9,8184863,1.6,TDCC
2026-05-29,3033,15,47,180504870,35.38,TDCC
2026-05-29,3033,16,0,0,0.0,TDCC
2026-05-29,3033,17,99394,510063663,100.0,TDCC
2026-05-29,3033,2,37963,77748648,15.24,TDCC
2026-05-29,3033,3,5793,45702087,8.96,TDCC
2026-05-29,3033,4,1595,20253779,3.97,TDCC
2026-05-29,3033,5,1027,19139160,3.75,TDCC
2026-05-29,3033,6,846,21557907,4.22,TDCC
2026-05-29,3033,7,403,14397217,2.82,TDCC
2026-05-29,3033,8,273,12678389,2.48,TDCC
2026-05-29,3033,9,446,31763582,6.22,TDCC
2026-05-29,3034,1,70265,8366419,1.37,TDCC
2026-05-29,3034,10,161,23263041,3.82,TDCC
2026-05-29,3034,11,114,31521189,5.18,TDCC
2026-05-29,3034,12,49,23936796,3.93,TDCC
2026-05-29,3034,13,40,27901777,4.58,TDCC
2026-05-29,3034,14,24,21433031,3.52,TDCC
2026-05-29,3034,15,91,356522420,58.58,TDCC
2026-05-29,3034,16,0,0,0.0,TDCC
2026-05-29,3034,17,105133,608511469,100.0,TDCC
2026-05-29,3034,2,30437,52325826,8.59,TDCC
2026-05-29,3034,3,2262,16875901,2.77,TDCC
2026-05-29,3034,4,613,7725391,1.26,TDCC
2026-05-29,3034,5,288,5155193,0.84,TDCC
2026-05-29,3034,6,319,7923874,1.3,TDCC
2026-05-29,3034,7,146,5143194,0.84,TDCC
2026-05-29,3034,8,96,4388778,0.72,TDCC
2026-05-29,3034,9,228,16028639,2.63,TDCC
2026-05-29,3035,1,67289,7661998,2.94,TDCC
2026-05-29,3035,10,62,8570229,3.28,TDCC
2026-05-29,3035,11,26,7290344,2.79,TDCC
2026-05-29,3035,12,9,4208489,1.61,TDCC
2026-05-29,3035,13,7,4750071,1.82,TDCC
2026-05-29,3035,14,4,3578333,1.37,TDCC
2026-05-29,3035,15,16,62889587,24.13,TDCC
2026-05-29,3035,16,2,8000,0.0,TDCC
2026-05-29,3035,17,119059,260550313,100.0,TDCC
2026-05-29,3035,2,45576,81725944,31.36,TDCC
2026-05-29,3035,3,3849,28934794,11.1,TDCC
2026-05-29,3035,4,964,12120698,4.65,TDCC
2026-05-29,3035,5,475,8662285,3.32,TDCC
2026-05-29,3035,6,380,9757972,3.74,TDCC
2026-05-29,3035,7,158,5609492,2.15,TDCC
2026-05-29,3035,8,83,3837859,1.47,TDCC
2026-05-29,3035,9,161,10960218,4.2,TDCC
2026-05-29,3036,1,42001,2967171,0.23,TDCC
2026-05-29,3036,10,128,17887858,1.4,TDCC
2026-05-29,3036,11,93,26109926,2.05,TDCC
2026-05-29,3036,12,50,24056408,1.89,TDCC
2026-05-29,3036,13,24,17038529,1.34,TDCC
2026-05-29,3036,14,19,16907012,1.33,TDCC
2026-05-29,3036,15,132,1075768326,84.7,TDCC
2026-05-29,3036,16,0,0,0.0,TDCC
2026-05-29,3036,17,62346,1269982051,100.0,TDCC
2026-05-29,3036,2,16463,29421733,2.31,TDCC
2026-05-29,3036,3,1742,12874580,1.01,TDCC
2026-05-29,3036,4,544,6697465,0.52,TDCC
2026-05-29,3036,5,293,5267639,0.41,TDCC
2026-05-29,3036,6,364,8949064,0.7,TDCC
2026-05-29,3036,7,168,5889992,0.46,TDCC
2026-05-29,3036,8,110,4996615,0.39,TDCC
2026-05-29,3036,9,215,15149733,1.19,TDCC
2026-05-29,3037,1,218068,21965089,1.38,TDCC
2026-05-29,3037,10,296,41579306,2.61,TDCC
2026-05-29,3037,11,228,63473489,3.99,TDCC
2026-05-29,3037,12,96,46831800,2.94,TDCC
2026-05-29,3037,13,45,31400698,1.97,TDCC
2026-05-29,3037,14,47,42557157,2.67,TDCC
2026-05-29,3037,15,191,1100906485,69.21,TDCC
2026-05-29,3037,16,0,0,0.0,TDCC
2026-05-29,3037,17,294813,1590593121,100.0,TDCC
2026-05-29,3037,2,67075,108598034,6.82,TDCC
2026-05-29,3037,3,4924,34331983,2.15,TDCC
2026-05-29,3037,4,1496,17638778,1.1,TDCC
2026-05-29,3037,5,679,11868525,0.74,TDCC
2026-05-29,3037,6,658,15890316,0.99,TDCC
2026-05-29,3037,7,330,11406186,0.71,TDCC
2026-05-29,3037,8,211,9508857,0.59,TDCC
2026-05-29,3037,9,469,32636418,2.05,TDCC
2026-05-29,3038,1,35864,783731,0.49,TDCC
2026-05-29,3038,10,59,8376412,5.32,TDCC
2026-05-29,3038,11,25,6696784,4.25,TDCC
2026-05-29,3038,12,9,4521128,2.87,TDCC
2026-05-29,3038,13,7,4730123,3.0,TDCC
2026-05-29,3038,14,7,6079414,3.86,TDCC
2026-05-29,3038,15,12,52205590,33.16,TDCC
2026-05-29,3038,16,0,0,0.0,TDCC
2026-05-29,3038,17,50236,157407603,100.0,TDCC
2026-05-29,3038,2,10972,23591319,14.98,TDCC
2026-05-29,3038,3,1836,14599316,9.27,TDCC
2026-05-29,3038,4,551,7069782,4.49,TDCC
2026-05-29,3038,5,335,6260618,3.97,TDCC
2026-05-29,3038,6,254,6610206,4.19,TDCC
2026-05-29,3038,7,109,3933645,2.49,TDCC
2026-05-29,3038,8,78,3654678,2.32,TDCC
2026-05-29,3038,9,118,8294857,5.26,TDCC
2026-05-29,3039,1,2839,576759,0.86,TDCC
2026-05-29,3039,10,63,8835106,13.3,TDCC
2026-05-29,3039,11,25,7109949,10.7,TDCC
2026-05-29,3039,12,9,4497404,6.77,TDCC
2026-05-29,3039,13,3,2078389,3.13,TDCC
2026-05-29,3039,14,4,3768588,5.67,TDCC
2026-05-29,3039,15,7,11689137,17.6,TDCC
2026-05-29,3039,16,0,0,0.0,TDCC
2026-05-29,3039,17,5439,66388354,100.0,TDCC
2026-05-29,3039,2,1218,2909091,4.38,TDCC
2026-05-29,3039,3,469,3418291,5.14,TDCC
2026-05-29,3039,4,291,3313260,4.99,TDCC
2026-05-29,3039,5,120,2196997,3.3,TDCC
2026-05-29,3039,6,166,4012261,6.04,TDCC
2026-05-29,3039,7,77,2617204,3.94,TDCC
2026-05-29,3039,8,48,2179170,3.28,TDCC
2026-05-29,3039,9,100,7186748,10.82,TDCC
2026-05-29,3040,1,5068,577885,0.87,TDCC
2026-05-29,3040,10,17,2453150,3.7,TDCC
2026-05-29,3040,11,10,2666438,4.02,TDCC
2026-05-29,3040,12,6,3010041,4.54,TDCC
2026-05-29,3040,13,0,0,0.0,TDCC
2026-05-29,3040,14,0,0,0.0,TDCC
2026-05-29,3040,15,10,43360816,65.47,TDCC
2026-05-29,3040,16,0,0,0.0,TDCC
2026-05-29,3040,17,8011,66224538,100.0,TDCC
2026-05-29,3040,2,2339,4511732,6.81,TDCC
2026-05-29,3040,3,283,2186399,3.3,TDCC
2026-05-29,3040,4,87,1093535,1.65,TDCC
2026-05-29,3040,5,57,1061828,1.6,TDCC
2026-05-29,3040,6,55,1401873,2.11,TDCC
2026-05-29,3040,7,27,955985,1.44,TDCC
2026-05-29,3040,8,27,1193742,1.8,TDCC
2026-05-29,3040,9,25,1751114,2.64,TDCC
