symbol,decision,score,tier,market_state,pattern_type,reason,risk_note
2313,reject,49.86,lower_priority,n/a,n/a,均線分數 65，價格相對主要均線檢查完成；N 字關鍵位 294.00，量縮回檔 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,baseline vs agent 研究比較
3037,hold,81.96,secondary_watchlist,n/a,n/a,均線分數 100，價格相對主要均線檢查完成；N 字關鍵位 886.00，量縮回檔 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有足夠成交量，不列最高優先,baseline vs agent 研究比較
4958,reject,74.48,secondary_watchlist,n/a,n/a,均線分數 100，價格相對主要均線檢查完成；N 字關鍵位 396.00，量縮回檔 False；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,baseline vs agent 研究比較
6205,reject,73.44,secondary_watchlist,n/a,n/a,均線分數 100，價格相對主要均線檢查完成；頸線 55.20，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,baseline vs agent 研究比較
8046,reject,65.75,secondary_watchlist,n/a,n/a,均線分數 100，價格相對主要均線檢查完成；N 字關鍵位 977.00，量縮回檔 False；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,baseline vs agent 研究比較
