timestamp,open,high,low,close,volume
2017-11-01,12.1,12.15,12.05,12.1,143696
2017-11-02,12.1,12.25,12.1,12.15,167008
2017-11-03,12.15,12.2,12.1,12.1,172279
2017-11-06,12.1,12.4,11.9,12.4,1442127
2017-11-07,12.4,13.25,12.25,12.95,3909975
2017-11-08,12.9,12.95,12.7,12.75,608000
2017-11-09,12.8,12.85,12.3,12.4,738618
2017-11-10,12.45,12.65,12.4,12.5,274007
2017-11-13,12.35,12.35,11.95,12.0,841422
2017-11-14,12.1,12.25,11.95,12.1,532002
2017-11-15,12.1,12.15,11.95,12.0,401134
2017-11-16,12.0,12.0,11.85,11.9,528358
2017-11-17,12.1,12.1,11.9,11.9,393193
2017-11-20,12.0,12.05,11.9,11.9,254226
2017-11-21,11.95,12.05,11.95,12.0,324308
2017-11-22,12.05,12.2,11.9,12.0,956002
2017-11-23,12.0,12.1,11.95,11.95,226318
2017-11-24,11.95,12.0,11.85,11.95,366632
2017-11-27,12.05,12.05,11.9,11.95,293607
2017-11-28,11.95,12.05,11.95,11.95,179747
2017-11-29,11.9,12.0,11.9,11.95,243048
2017-11-30,11.95,12.15,11.9,11.95,336026
2017-12-01,11.95,12.1,11.85,11.9,519200
2017-12-04,11.9,12.0,11.85,11.95,275238
2017-12-05,11.9,11.95,11.75,11.75,322017
2017-12-06,11.75,11.8,11.1,11.2,1004051
2017-12-07,11.2,11.3,11.05,11.05,414183
2017-12-08,11.1,11.1,10.85,10.95,374000
2017-12-11,10.8,11.0,10.55,10.8,519920
2017-12-12,10.8,10.85,10.6,10.65,407200
2017-12-13,10.65,10.65,9.92,10.2,1223958
2017-12-14,10.35,10.7,10.2,10.65,542385
2017-12-15,10.7,10.7,10.45,10.45,199254
2017-12-18,10.45,10.45,10.2,10.35,156119
2017-12-19,10.4,10.4,10.1,10.25,247262
2017-12-20,10.25,10.45,10.15,10.4,203070
2017-12-21,10.45,10.5,10.3,10.5,205006
2017-12-22,10.6,11.55,10.55,11.55,3946135
2017-12-25,11.6,11.8,11.55,11.7,1634597
2017-12-26,11.6,11.65,11.0,11.05,760134
2017-12-27,11.1,11.3,11.0,11.0,374005
2017-12-28,11.0,11.3,11.0,11.1,158515
2017-12-29,11.2,11.2,11.05,11.05,213841
2024-11-14,19.2,19.2,18.51,18.74,85578
2024-11-15,19.05,19.05,18.74,18.9,26376
2024-11-18,19.13,19.13,18.21,18.51,86831
2024-11-19,18.67,18.67,18.28,18.59,91779
2024-11-20,18.67,18.74,18.28,18.51,82568
2024-11-21,18.44,18.74,18.36,18.74,76157
2024-11-22,18.67,18.74,18.59,18.67,61015
2024-11-25,18.67,18.82,18.59,18.74,62605
2024-11-26,18.74,18.74,18.44,18.67,70234
2024-11-27,18.74,18.74,18.13,18.21,114695
2024-11-28,18.51,18.51,17.97,18.21,45563
2024-11-29,18.28,18.36,18.13,18.21,28086
2024-12-02,18.28,18.28,17.97,18.21,58270
2024-12-03,18.28,18.74,18.28,18.28,50924
2024-12-04,18.59,18.59,18.21,18.28,46496
2024-12-05,18.28,18.28,18.13,18.28,102278
2024-12-06,18.36,18.44,18.28,18.36,61836
2024-12-09,18.28,18.51,18.21,18.21,28892
2024-12-10,18.21,18.36,18.21,18.36,16086
2024-12-11,18.36,18.36,18.21,18.28,26800
2024-12-12,18.36,18.51,18.13,18.21,64467
2024-12-13,18.13,18.13,17.97,18.13,70339
2024-12-16,17.9,18.28,17.74,18.05,51423
2024-12-17,18.05,18.05,17.67,17.67,91778
2024-12-18,17.9,17.9,17.51,17.82,62209
2024-12-19,17.82,17.82,17.51,17.51,46341
2024-12-20,17.36,17.67,17.28,17.28,57965
2024-12-23,17.36,17.59,17.36,17.59,43102
2024-12-24,17.67,17.67,17.36,17.51,62545
2024-12-25,17.59,17.59,17.36,17.36,27199
2024-12-26,17.67,17.82,17.59,17.74,44364
2024-12-27,17.59,18.05,17.59,17.82,42835
2024-12-30,17.67,17.82,17.59,17.82,40590
2024-12-31,17.67,17.74,17.36,17.44,48831
2025-01-02,17.74,17.74,17.28,17.51,41691
2025-01-03,17.67,18.05,17.36,17.59,44939
2025-01-06,17.67,17.67,17.36,17.44,45452
2025-01-07,17.74,17.82,17.51,17.74,62548
2025-01-08,17.67,18.28,17.67,18.28,95146
2025-01-09,18.28,18.28,17.67,18.05,44290
2025-01-10,17.97,18.05,17.74,17.82,48338
2025-01-13,17.97,19.43,17.51,17.51,192155
2025-01-14,17.51,17.82,17.36,17.74,88101
2025-01-15,17.74,17.9,17.59,17.9,78168
2025-01-16,17.74,17.9,17.44,17.9,80347
2025-01-17,17.97,17.97,17.74,17.97,20383
2025-01-20,17.82,17.9,17.59,17.82,27100
2025-01-21,17.82,17.97,17.82,17.97,24184
2025-01-22,17.97,17.97,17.74,17.82,23947
2025-02-03,17.82,17.82,17.36,17.82,58125
2025-02-04,17.82,17.82,17.44,17.74,45568
2025-02-05,17.82,17.82,17.59,17.67,46982
2025-02-06,17.67,18.36,17.59,18.13,45151
2025-02-07,18.13,18.36,18.13,18.21,10150
2025-02-10,18.13,18.36,18.13,18.21,19951
2025-02-11,18.28,18.28,18.13,18.21,18320
2025-02-12,18.51,18.51,18.21,18.28,24807
2025-02-13,18.36,18.36,18.28,18.36,31299
2025-02-14,18.51,18.51,18.36,18.36,22496
2025-02-17,18.36,18.44,18.28,18.44,29658
2025-02-18,18.67,18.67,18.36,18.36,41997
2025-02-19,18.36,18.44,18.21,18.44,39479
2025-02-20,18.36,18.44,18.21,18.21,34706
2025-02-21,18.21,18.28,18.13,18.21,39140
2025-02-24,18.28,18.28,17.97,18.05,41547
2025-02-25,18.21,18.21,18.13,18.13,33199
2025-02-26,18.36,18.36,18.05,18.05,28754
2025-02-27,18.21,18.28,18.05,18.05,37760
2025-03-03,18.13,18.28,18.05,18.13,55015
2025-03-04,18.05,18.36,18.05,18.28,56255
2025-03-05,18.51,18.67,18.28,18.44,61134
2025-03-06,18.74,18.74,18.28,18.44,43639
2025-03-07,18.67,18.74,18.13,18.13,46562
2025-03-10,18.13,18.36,16.44,16.44,349523
2025-03-11,16.13,16.21,15.36,16.13,230713
2025-03-12,15.98,16.13,15.98,16.05,78237
2025-03-13,16.05,16.13,15.82,15.82,110400
2025-03-14,15.82,16.21,15.59,16.13,125652
2025-03-17,16.05,16.05,15.52,15.82,182295
2025-03-18,15.82,15.98,15.52,15.75,208199
2025-03-19,15.75,15.75,15.52,15.67,64331
2025-03-20,15.67,15.67,15.52,15.67,47262
2025-03-21,15.67,15.67,15.59,15.59,30075
2025-03-24,15.59,15.82,15.52,15.59,85928
2025-03-25,15.59,15.82,15.59,15.59,26687
2025-03-26,15.59,15.75,15.59,15.67,14630
2025-03-27,15.67,15.75,15.44,15.44,79661
2025-03-28,15.52,15.67,15.35,15.36,153465
2025-03-31,15.36,15.36,14.93,15.09,82184
2025-04-01,15.06,15.06,14.38,14.83,162078
2025-04-02,14.83,14.83,14.41,14.61,106186
2025-04-07,13.15,13.26,13.15,13.17,291297
2025-04-08,12.44,12.9,12.18,12.58,160776
2025-04-09,12.61,12.78,12.06,12.2,211263
2025-04-10,13.41,13.41,13.37,13.41,80062
2025-04-11,13.41,13.41,12.95,12.95,71112
2025-04-14,13.06,13.34,12.72,12.72,88152
2025-04-15,12.72,13.23,12.72,13.03,173854
2025-04-16,13.03,13.03,12.69,12.71,50773
2025-04-17,11.83,12.6,11.83,12.57,78021
2025-04-18,12.44,12.51,12.37,12.44,16988
2025-04-21,12.44,12.44,12.23,12.23,34924
2025-04-22,12.26,12.26,12.09,12.2,20831
2025-04-23,12.21,12.57,12.21,12.55,44403
2025-04-24,12.44,12.61,12.37,12.46,45722
2025-04-25,12.58,12.71,12.58,12.69,47517
2025-04-28,13.01,13.14,12.77,13.06,31250
2025-04-29,13.06,13.32,12.94,13.14,31970
2025-04-30,13.07,13.14,12.92,12.92,35313
2025-05-02,13.12,13.14,12.97,13.06,21511
2025-05-05,13.21,13.32,12.78,12.9,53402
2025-05-06,12.57,12.95,12.57,12.95,12422
2025-05-07,12.58,12.97,12.58,12.9,30334
2025-05-08,12.67,12.83,12.67,12.83,30960
2025-05-09,12.84,13.06,12.38,13.04,106214
2025-05-12,12.87,13.12,12.83,13.01,71747
2025-05-13,14.3,14.3,14.3,14.3,134817
2025-05-14,15.67,15.67,15.67,15.67,111097
2025-05-15,17.21,17.21,16.75,17.21,1026788
2025-05-16,18.44,18.9,17.82,18.9,1971991
2025-05-19,17.21,18.13,17.05,17.9,1432450
2025-05-20,18.28,18.28,17.36,17.51,749941
2025-05-21,17.67,19.2,17.28,19.2,1258196
2025-05-22,18.97,19.28,18.28,19.05,1186223
2025-05-23,19.66,20.74,19.2,19.74,1124144
2025-05-26,19.43,19.51,18.51,18.59,606573
2025-05-27,18.59,19.05,18.21,18.28,502223
2025-05-28,19.05,19.05,17.67,17.67,449336
2025-05-29,17.36,17.9,16.9,17.21,511677
2025-06-02,16.9,17.44,16.67,17.28,238631
2025-06-03,17.28,18.97,17.28,18.97,890979
2025-06-04,19.13,19.2,18.28,18.28,722054
2025-06-05,18.44,18.9,17.97,18.51,316683
2025-06-06,18.28,18.82,18.05,18.44,276108
2025-06-09,18.36,18.44,17.82,18.36,286124
2025-06-10,18.13,19.13,18.13,18.28,223380
2025-06-11,18.82,18.9,17.97,18.13,353471
2025-06-12,17.97,18.05,17.28,17.97,319273
2025-06-13,17.82,17.82,17.13,17.13,226207
2025-06-16,17.21,17.44,17.13,17.13,121869
2025-06-17,17.21,17.44,16.98,17.13,155027
2025-06-18,17.13,17.28,16.75,17.21,140342
2025-06-19,17.21,17.21,16.44,16.59,186354
2025-06-20,16.52,16.59,15.82,16.52,143204
2025-06-23,16.52,16.52,15.98,15.98,90616
2025-06-24,16.36,17.36,16.21,17.05,268334
2025-06-25,16.9,17.05,16.44,16.67,110775
2025-06-26,16.59,16.82,16.44,16.75,113974
2025-06-27,16.75,16.75,15.98,16.28,167576
2025-06-30,16.28,16.52,15.98,15.98,177699
2025-07-01,16.28,16.36,15.9,15.9,189476
2025-07-02,15.98,16.05,15.75,15.75,131484
2025-07-03,15.9,16.44,15.9,16.13,168743
2025-07-04,16.13,16.13,15.59,15.59,147138
2025-07-07,15.59,15.67,15.21,15.3,107401
2025-07-08,15.26,15.36,14.63,15.13,167426
2025-07-09,15.16,15.18,14.83,14.93,109041
2025-07-10,15.04,15.36,15.04,15.35,110543
2025-07-11,15.52,16.82,15.52,16.82,337824
2025-07-14,17.05,17.28,16.44,16.44,414634
2025-07-15,16.44,16.67,16.21,16.36,167554
2025-07-16,16.9,16.9,16.36,16.52,114052
2025-07-17,16.36,16.52,15.9,16.28,135507
2025-07-18,16.44,16.44,16.05,16.13,68813
2025-07-21,15.98,16.28,15.98,16.28,56629
2025-07-22,16.36,16.36,15.59,15.59,95475
2025-07-23,15.82,16.82,15.67,16.44,129532
2025-07-24,16.44,16.52,16.13,16.28,44336
2025-07-25,16.21,16.21,15.9,15.98,67976
2025-07-28,15.82,16.21,15.75,16.05,75240
