timestamp,open,high,low,close,volume
2024-11-04,110.0,110.5,108.5,110.0,4415945
2024-11-05,110.0,111.5,109.0,110.0,3175445
2024-11-06,111.0,111.0,108.0,108.5,5291260
2024-11-07,110.0,113.5,109.5,113.0,7051702
2024-11-08,115.0,118.0,114.0,117.5,14932170
2024-11-11,120.5,122.0,117.0,120.5,16435092
2024-11-12,118.5,121.0,117.0,119.0,9871356
2024-11-13,120.0,121.0,117.5,120.0,10016654
2024-11-14,119.0,120.0,115.5,115.5,9275663
2024-11-15,117.0,118.5,116.0,118.0,5590223
2024-11-18,118.0,118.5,115.5,116.0,4477212
2024-11-19,117.0,117.5,115.0,117.5,3159308
2024-11-20,117.0,117.0,117.0,117.0,5305685
2024-11-21,116.0,118.5,115.5,118.0,3161091
2024-11-22,119.0,120.5,118.0,118.5,5782259
2024-11-25,119.5,121.0,119.0,119.5,4482566
2024-11-26,119.5,120.0,118.0,118.5,3381070
2024-11-27,118.5,119.0,115.5,115.5,6239654
2024-11-28,115.5,115.5,112.5,115.5,5052438
2024-11-29,113.5,116.0,112.5,114.5,4277795
2024-12-02,115.5,117.0,115.0,115.5,3014100
2024-12-03,117.5,119.0,115.5,116.0,3685457
2024-12-04,116.0,117.0,115.0,116.0,4324133
2024-12-05,116.5,117.0,115.5,115.5,1929474
2024-12-06,116.0,118.0,115.5,116.5,3654293
2024-12-09,117.0,117.5,115.5,115.5,3253724
2024-12-10,116.0,117.0,115.0,116.0,3004655
2024-12-11,115.5,117.0,114.5,115.5,3109200
2024-12-12,117.0,119.5,116.5,117.5,5591999
2024-12-13,117.5,118.0,116.0,117.0,4451923
2024-12-16,117.0,120.0,115.5,116.5,5745059
2024-12-17,116.5,119.0,115.5,116.5,6599159
2024-12-18,118.0,126.5,117.5,123.5,25948520
2024-12-19,122.5,126.5,122.0,124.5,20449609
2024-12-20,125.0,126.0,122.0,123.0,8477454
2024-12-23,124.0,125.5,122.5,123.5,5992951
2024-12-24,124.0,125.0,121.0,121.5,4959620
2024-12-25,122.0,124.0,121.0,124.0,4513874
2024-12-26,124.0,124.0,122.5,124.0,2602034
2024-12-27,124.5,125.0,122.5,123.0,2512161
2024-12-30,123.5,124.0,121.5,122.0,2077935
2024-12-31,121.0,121.0,119.0,120.0,3664805
2025-01-02,120.0,122.0,119.5,121.0,2969135
2025-01-03,120.5,122.0,118.5,120.5,4574217
2025-01-06,120.5,123.5,119.5,123.0,5576427
2025-01-07,123.0,123.5,122.0,122.0,3655759
2025-01-08,122.0,122.5,119.5,120.0,4554257
2025-01-09,119.5,120.5,117.0,117.5,3852164
2025-01-10,116.5,118.5,116.5,118.0,2174927
2025-01-13,117.0,117.0,112.5,113.0,8094400
2025-01-14,113.5,116.5,112.5,116.5,3700287
2025-01-15,116.0,117.0,114.5,115.5,2030199
2025-01-16,117.5,118.5,115.0,115.5,3317618
2025-01-17,117.0,118.0,116.0,118.0,2881240
2025-01-20,117.5,117.5,116.0,117.0,1520149
2025-01-21,117.0,118.0,116.0,117.0,1797092
2025-01-22,117.0,119.5,117.0,119.5,3009388
2025-02-03,115.5,117.0,112.5,114.5,5963855
2025-02-04,115.5,116.5,112.5,113.0,5138808
2025-02-05,114.5,117.5,114.5,116.5,3214207
2025-02-06,116.0,117.5,115.5,117.5,2626729
2025-02-07,118.0,121.5,118.0,118.5,5808679
2025-02-10,118.5,120.0,117.5,119.5,2526975
2025-02-11,120.5,121.0,119.0,119.5,2627807
2025-02-12,120.0,120.5,118.0,118.5,3185043
2025-02-13,119.0,121.0,119.0,120.5,2586093
2025-02-14,120.5,121.0,118.5,119.0,1608933
2025-02-17,120.0,121.0,119.0,120.0,2751185
2025-02-18,120.5,123.0,120.5,122.0,3922052
2025-02-19,122.0,123.5,121.0,121.5,3480996
2025-02-20,121.0,122.5,120.0,121.0,4128167
2025-02-21,121.0,122.5,120.5,121.0,2445496
2025-02-24,120.5,122.0,120.0,120.5,3072479
2025-02-25,120.0,121.0,119.5,121.0,3329808
2025-02-26,120.0,121.0,119.5,119.5,1905359
2025-02-27,119.5,120.0,117.0,117.5,4039568
2025-03-03,116.5,118.5,114.5,114.5,5083893
2025-03-04,113.5,115.5,112.5,114.5,3890053
2025-03-05,114.5,116.5,114.0,116.0,1788526
2025-03-06,117.0,117.0,114.0,114.0,3134643
2025-03-07,114.5,115.5,113.5,114.0,3142112
2025-03-10,115.0,115.0,113.5,113.5,2855412
2025-03-11,112.0,114.5,110.0,113.5,5252137
2025-03-12,114.0,115.5,112.5,113.0,8082497
2025-03-13,114.5,114.5,110.0,110.0,7541074
2025-03-14,110.0,112.5,110.0,111.0,4721538
2025-03-17,112.0,112.0,110.5,111.0,3788504
2025-03-18,112.0,113.0,111.0,112.0,3092530
2025-03-19,112.0,112.5,110.0,110.5,3901502
2025-03-20,111.0,112.0,110.0,111.5,4947955
2025-03-21,111.5,113.5,111.0,112.0,6655514
2025-03-24,113.0,114.0,112.5,112.5,5669584
2025-03-25,113.0,114.5,113.0,113.0,4899124
2025-03-26,113.5,114.0,112.0,113.5,4368965
2025-03-27,112.5,113.0,111.5,112.5,3492778
2025-03-28,112.0,112.0,107.5,108.5,6113588
2025-03-31,102.0,104.5,101.0,103.5,14722539
2025-04-01,104.0,108.0,103.5,108.0,4909430
2025-04-02,107.5,109.0,106.5,108.0,3926859
2025-04-07,97.2,97.2,97.2,97.2,3404862
2025-04-08,92.8,94.9,90.8,93.3,17605729
2025-04-09,91.5,92.1,84.2,85.8,17073721
2025-04-10,94.3,94.3,94.3,94.3,1419548
2025-04-11,93.7,96.1,88.6,95.6,11055305
2025-04-14,98.9,101.5,95.6,96.5,9613157
2025-04-15,96.7,97.5,95.9,96.5,5942810
2025-04-16,96.1,96.7,93.0,94.4,7119461
2025-04-17,93.0,93.1,90.9,91.9,7448208
2025-04-18,92.5,93.6,92.4,93.6,3996492
2025-04-21,94.1,95.3,91.4,92.5,4655092
2025-04-22,91.6,92.7,90.5,91.2,6291034
2025-04-23,93.3,94.9,93.2,94.8,7042531
2025-04-24,94.7,95.5,94.2,94.8,4265428
2025-04-25,95.7,97.1,95.6,96.4,4098399
2025-04-28,96.7,97.1,96.4,97.0,3488044
2025-04-29,96.6,97.6,96.5,97.1,2992493
2025-04-30,97.4,99.5,96.9,97.7,6994805
2025-05-02,99.1,100.5,98.6,99.6,5944004
2025-05-05,99.0,100.5,94.9,96.8,8694203
2025-05-06,96.8,99.5,96.5,99.5,4470663
2025-05-07,99.5,102.0,99.4,100.0,4740754
2025-05-08,100.0,103.0,100.0,102.0,4333555
2025-05-09,102.0,103.0,101.5,103.0,2966277
2025-05-12,104.0,105.0,103.5,103.5,2961157
2025-05-13,106.0,107.0,103.5,104.5,7067505
2025-05-14,101.0,102.5,100.5,102.0,7567897
2025-05-15,102.0,103.0,101.0,103.0,3150077
2025-05-16,102.5,103.5,101.0,101.5,3909217
2025-05-19,102.0,103.5,101.0,101.0,3249496
2025-05-20,101.5,102.0,100.0,100.0,2883502
2025-05-21,101.0,104.0,100.5,102.5,4512958
2025-05-22,102.5,103.5,100.5,101.0,4110406
2025-05-23,101.5,103.5,101.5,102.5,3149824
2025-05-26,102.5,103.0,101.5,101.5,2779323
2025-05-27,102.5,105.0,102.0,102.5,4745304
2025-05-28,104.0,104.5,102.5,104.0,4958305
2025-05-29,104.5,104.5,102.5,103.0,4896152
2025-06-02,103.0,103.5,101.5,102.5,4577030
2025-06-03,103.5,105.0,103.0,103.5,3943026
2025-06-04,105.0,107.5,105.0,106.5,5867131
2025-06-05,106.0,107.0,105.0,106.0,2483586
2025-06-06,106.5,107.5,106.0,106.5,2187426
2025-06-09,107.5,108.0,106.0,107.0,3835505
2025-06-10,108.0,108.0,106.5,106.5,3544172
2025-06-11,107.0,107.5,105.5,107.0,3791190
2025-06-12,102.0,102.0,100.0,101.0,6858730
2025-06-13,101.0,102.0,99.5,100.5,7745192
2025-06-16,100.5,100.5,98.5,99.0,6338860
2025-06-17,99.5,100.0,97.1,97.9,7746097
2025-06-18,97.9,99.4,97.6,99.2,5112929
2025-06-19,99.2,99.5,97.7,97.7,2445320
2025-06-20,98.0,98.2,96.7,97.1,4117561
2025-06-23,96.2,97.4,95.7,96.9,4865469
2025-06-24,99.0,100.5,98.6,99.7,6423204
2025-06-25,100.0,101.0,100.0,100.0,5634420
2025-06-26,100.0,100.5,98.7,98.7,4988611
2025-06-27,99.4,100.5,98.0,100.5,4860061
2025-06-30,100.5,102.5,100.0,100.5,4248242
2025-07-01,100.5,102.5,99.9,100.0,3935913
2025-07-02,100.5,103.0,100.5,102.5,5144453
2025-07-03,102.5,106.0,102.0,104.0,7807934
2025-07-04,105.0,105.5,103.0,103.0,3696321
2025-07-07,105.0,112.5,105.0,107.5,28869490
2025-07-08,107.0,109.5,106.0,109.5,10324300
2025-07-09,108.0,115.5,107.0,113.5,23694831
