timestamp,open,high,low,close,volume
2024-11-29,16.7,17.0,16.65,16.95,14779712
2024-12-02,17.1,17.2,16.65,16.65,12182105
2024-12-03,16.85,17.05,16.7,16.85,11380222
2024-12-04,16.95,17.1,16.8,17.1,8965838
2024-12-05,17.05,17.1,16.7,16.7,8838670
2024-12-06,16.75,17.1,16.65,16.8,9496779
2024-12-09,16.85,17.0,16.5,16.65,10776412
2024-12-10,16.7,17.2,16.65,16.7,8566818
2024-12-11,16.7,16.7,15.75,15.75,34223821
2024-12-12,15.9,16.35,15.5,15.55,20497752
2024-12-13,15.6,15.6,15.0,15.05,33688218
2024-12-16,15.25,15.55,14.95,15.05,23381023
2024-12-17,15.2,15.45,15.05,15.1,16575273
2024-12-18,15.15,15.9,15.0,15.65,24431071
2024-12-19,15.4,16.2,15.3,15.75,23949842
2024-12-20,15.6,15.75,15.3,15.3,17915952
2024-12-23,15.5,16.0,15.5,15.9,20381057
2024-12-24,16.3,17.3,16.25,16.75,45860637
2024-12-25,17.0,17.15,16.45,16.6,22244554
2024-12-26,16.7,16.8,16.45,16.5,9890618
2024-12-27,16.55,16.55,16.1,16.55,13361513
2024-12-30,16.45,16.45,16.0,16.0,10049593
2024-12-31,15.9,16.0,15.65,15.9,10455768
2025-01-02,15.85,16.1,15.65,15.7,10265203
2025-01-03,15.8,16.2,15.6,15.6,9856123
2025-01-06,15.8,16.1,15.65,15.85,13013564
2025-01-07,16.0,16.2,15.15,15.2,20483942
2025-01-08,15.2,15.3,15.05,15.15,8427400
2025-01-09,15.1,15.15,14.25,14.3,28827485
2025-01-10,14.3,14.6,14.2,14.2,10512371
2025-01-13,14.1,14.15,13.5,13.65,25797589
2025-01-14,13.85,14.2,13.8,14.1,13672619
2025-01-15,14.1,14.4,13.9,14.3,9148164
2025-01-16,14.5,14.6,14.35,14.45,10020765
2025-01-17,14.45,15.3,14.3,15.0,25485817
2025-01-20,16.5,16.5,16.5,16.5,17148618
2025-01-21,18.15,18.15,18.15,18.15,22396856
2025-01-22,19.95,19.95,19.5,19.95,83176681
2025-02-03,19.5,20.7,19.2,20.7,190140299
2025-02-04,20.25,20.25,18.65,18.65,114708343
2025-02-05,18.8,19.0,18.3,18.55,53651568
2025-02-06,18.65,18.85,17.7,18.3,68508909
2025-02-07,18.1,18.15,17.5,17.6,46085161
2025-02-10,17.3,17.4,16.75,16.85,47529422
2025-02-11,17.25,18.25,17.1,17.55,67853516
2025-02-12,17.55,17.65,17.2,17.2,31647361
2025-02-13,17.45,18.7,17.3,18.15,73853418
2025-02-14,17.75,18.55,17.6,18.35,56873378
2025-02-17,18.35,18.85,18.0,18.45,48835974
2025-02-18,18.45,18.7,18.25,18.45,26205474
2025-02-19,18.4,19.1,18.4,18.9,45924681
2025-02-20,19.0,19.15,18.4,18.45,35148279
2025-02-21,18.35,18.8,18.35,18.65,22285312
2025-02-24,18.55,18.85,18.4,18.7,17302542
2025-02-25,18.5,19.05,18.4,19.0,34861968
2025-02-26,18.85,18.95,18.5,18.5,27505770
2025-02-27,18.5,18.75,18.2,18.35,20065934
2025-03-03,18.1,18.1,17.6,17.6,23207923
2025-03-04,17.2,18.0,17.15,18.0,15622727
2025-03-05,17.95,18.6,17.85,18.6,18995120
2025-03-06,18.75,18.8,18.05,18.05,17019746
2025-03-07,18.0,18.35,17.9,17.95,13410973
2025-03-10,18.05,18.95,18.05,18.6,30954120
2025-03-11,18.2,18.2,17.65,18.05,29340268
2025-03-12,18.05,18.6,17.8,18.3,29934597
2025-03-13,18.4,18.5,17.7,17.7,22699523
2025-03-14,17.75,18.2,17.55,18.0,18645777
2025-03-17,18.2,18.35,17.85,17.95,14391313
2025-03-18,18.05,18.25,17.8,17.95,12018918
2025-03-19,18.0,18.25,17.8,17.8,13074710
2025-03-20,17.95,18.35,17.95,18.15,13964690
2025-03-21,18.2,18.2,17.75,17.85,18006253
2025-03-24,17.9,18.0,17.6,17.6,9757043
2025-03-25,17.75,17.95,17.2,17.2,14532878
2025-03-26,17.3,17.55,17.2,17.2,6929313
2025-03-27,17.05,17.4,16.8,17.1,12648146
2025-03-28,17.0,17.1,16.35,16.35,16560482
2025-03-31,15.8,15.85,15.15,15.2,26229652
2025-04-01,15.5,15.9,15.4,15.7,15973426
2025-04-02,15.7,16.0,15.4,15.85,13663656
2025-04-07,14.3,14.3,14.3,14.3,5712387
2025-04-08,13.1,13.7,12.9,13.25,41168839
2025-04-09,13.1,13.15,11.95,11.95,40647949
2025-04-10,13.1,13.1,13.1,13.1,5038707
2025-04-11,13.0,13.65,12.3,13.65,22279088
2025-04-14,14.0,14.7,13.95,14.2,26001723
2025-04-15,14.35,14.5,14.15,14.45,12059758
2025-04-16,14.25,14.3,14.0,14.1,17186096
2025-04-17,14.0,14.25,13.85,14.1,9924271
2025-04-18,14.15,14.4,14.1,14.1,7579420
2025-04-21,14.2,14.25,13.8,13.8,6587557
2025-04-22,13.7,13.95,13.35,13.7,8210328
2025-04-23,14.15,14.55,14.1,14.4,17546236
2025-04-24,14.5,14.55,14.0,14.0,9717104
2025-04-25,14.3,14.35,13.95,14.0,10872602
2025-04-28,14.05,14.2,13.9,14.15,7653121
2025-04-29,14.4,14.5,14.1,14.4,13567135
2025-04-30,14.4,14.45,14.15,14.15,10018189
2025-05-02,14.35,14.4,14.2,14.25,8399830
2025-05-05,14.4,14.65,13.8,14.1,13987254
2025-05-06,14.2,14.2,14.0,14.1,5197943
2025-05-07,14.25,14.35,14.05,14.1,5756512
2025-05-08,14.2,14.45,14.15,14.15,7716967
2025-05-09,14.25,14.5,14.15,14.5,12227068
2025-05-12,14.7,15.3,14.6,15.25,18341654
2025-05-13,15.95,16.3,15.75,16.0,32900444
2025-05-14,16.05,16.2,15.7,16.0,18258839
2025-05-15,16.05,16.1,15.55,15.65,13942725
2025-05-16,15.6,15.6,15.3,15.3,13792391
2025-05-19,15.25,15.65,15.1,15.3,10288972
2025-05-20,15.5,15.75,15.4,15.55,13634578
2025-05-21,15.55,15.75,15.4,15.7,8036229
2025-05-22,15.5,15.6,15.3,15.6,8588527
2025-05-23,15.6,15.65,15.45,15.45,7955100
2025-05-26,15.55,15.6,15.35,15.45,7671980
2025-05-27,15.55,15.8,15.4,15.55,13746014
2025-05-28,15.7,16.1,15.35,15.4,17800593
2025-05-29,15.65,15.8,15.4,15.5,12510408
2025-06-02,15.5,15.5,14.75,14.75,14526068
2025-06-03,15.0,15.15,14.6,14.6,8709474
2025-06-04,14.75,15.2,14.75,14.9,10682230
2025-06-05,14.9,15.35,14.8,15.05,10059778
2025-06-06,15.0,15.75,14.9,15.55,16650736
2025-06-09,15.65,15.75,15.3,15.65,12265858
2025-06-10,15.7,16.05,15.65,15.8,13102421
2025-06-11,15.85,15.9,15.6,15.65,11261877
2025-06-12,15.65,15.85,15.55,15.8,11335305
2025-06-13,15.6,15.65,15.0,15.0,18485913
2025-06-16,15.0,15.15,14.8,14.9,8070363
2025-06-17,15.1,15.4,14.95,15.0,9531064
2025-06-18,15.0,16.0,14.95,15.95,21863527
2025-06-19,16.15,16.15,15.3,15.4,34636022
2025-06-20,15.35,15.55,14.75,15.0,21293630
2025-06-23,14.65,14.95,14.5,14.9,11790846
2025-06-24,15.15,15.5,15.1,15.4,15503712
2025-06-25,15.6,15.6,15.3,15.4,11450404
2025-06-26,15.5,15.9,15.4,15.4,15114744
2025-06-27,15.55,15.75,15.35,15.45,8993203
2025-06-30,15.45,15.55,15.3,15.4,7862855
