date,symbol,foreign_net,investment_trust_net,dealer_net,total_institutional_net,source
2026-01-06,8472,-1000,0,0,-1000,TPEX
2026-01-06,8489,-10000,0,0,-10000,TPEX
2026-01-06,8906,10000,0,0,10000,TPEX
2026-01-06,8908,-9000,0,0,-9000,TPEX
2026-01-06,8916,10000,0,-18000,-8000,TPEX
2026-01-06,8917,1000,0,0,1000,TPEX
2026-01-06,8924,37000,0,-2000,35000,TPEX
2026-01-06,8927,-397000,-3000,0,-400000,TPEX
2026-01-06,8928,-1000,0,0,-1000,TPEX
2026-01-06,8929,-1000,0,0,-1000,TPEX
2026-01-06,8930,8000,0,-68,7932,TPEX
2026-01-06,8931,2000,0,0,2000,TPEX
2026-01-06,8932,214000,-500,60092,273592,TPEX
2026-01-06,8933,-9000,0,0,-9000,TPEX
2026-01-06,8935,-71000,0,0,-71000,TPEX
2026-01-06,8936,-60000,0,294,-59706,TPEX
2026-01-06,8937,22000,0,-2031,19969,TPEX
2026-01-06,8938,173000,0,-35,172965,TPEX
2026-01-06,8942,26000,0,0,26000,TPEX
2026-01-06,9949,3000,0,0,3000,TPEX
2026-01-06,9950,5000,0,0,5000,TPEX
2026-01-06,9951,-6000,0,-13000,-19000,TPEX
2026-01-06,9960,6000,0,0,6000,TPEX
2026-01-06,9962,-1000,0,0,-1000,TPEX
2026-01-07,1240,1000,0,0,1000,TPEX
2026-01-07,1259,-3000,0,0,-3000,TPEX
2026-01-07,1294,0,0,0,0,TPEX
2026-01-07,1295,25000,0,-229,24771,TPEX
2026-01-07,1336,2000,0,0,2000,TPEX
2026-01-07,1565,49000,0,0,49000,TPEX
2026-01-07,1569,-216000,0,-15027,-231027,TPEX
2026-01-07,1570,42000,0,-6,41994,TPEX
2026-01-07,1580,5000,0,0,5000,TPEX
2026-01-07,1584,251922,0,4184,256106,TPEX
2026-01-07,1586,-134000,0,0,-134000,TPEX
2026-01-07,1591,-21000,0,392,-20608,TPEX
2026-01-07,1593,-1000,0,0,-1000,TPEX
2026-01-07,1595,15000,0,36,15036,TPEX
2026-01-07,1599,-2000,0,0,-2000,TPEX
2026-01-07,1742,0,0,0,0,TPEX
2026-01-07,1777,-2000,0,0,-2000,TPEX
2026-01-07,1781,2000,0,-133,1867,TPEX
2026-01-07,1784,-2692,0,33273,30581,TPEX
2026-01-07,1785,-535250,-13000,198639,-349611,TPEX
2026-01-07,1788,0,0,0,0,TPEX
2026-01-07,1796,4000,0,0,4000,TPEX
2026-01-07,1799,17000,0,0,17000,TPEX
2026-01-07,1813,0,0,26,26,TPEX
2026-01-07,1815,-6464614,-480000,188699,-6755915,TPEX
2026-01-07,2061,2000,0,0,2000,TPEX
2026-01-07,2063,1000,0,0,1000,TPEX
2026-01-07,2064,-1000,0,0,-1000,TPEX
2026-01-07,2065,10000,0,0,10000,TPEX
2026-01-07,2066,3000,0,0,3000,TPEX
2026-01-07,2067,0,0,-1,-1,TPEX
2026-01-07,2070,-4000,0,-2072,-6072,TPEX
2026-01-07,2221,-3000,0,0,-3000,TPEX
2026-01-07,2230,1000,0,109265,110265,TPEX
2026-01-07,2596,-9000,0,0,-9000,TPEX
2026-01-07,2640,-27000,0,1000,-26000,TPEX
2026-01-07,2641,1230000,0,34091,1264091,TPEX
2026-01-07,2643,-2000,0,0,-2000,TPEX
2026-01-07,2718,-2000,0,0,-2000,TPEX
2026-01-07,2719,-3000,0,0,-3000,TPEX
2026-01-07,2726,4010,0,0,4010,TPEX
2026-01-07,2729,7000,0,0,7000,TPEX
2026-01-07,2732,5000,0,-1000,4000,TPEX
2026-01-07,2734,58000,0,18,58018,TPEX
2026-01-07,2736,27000,0,-1,26999,TPEX
2026-01-07,2743,1000,0,293,1293,TPEX
2026-01-07,2745,-17000,0,-32,-17032,TPEX
2026-01-07,2751,-1000,0,0,-1000,TPEX
2026-01-07,2754,2000,0,0,2000,TPEX
2026-01-07,2755,14000,0,-4912,9088,TPEX
2026-01-07,2756,26000,0,96,26096,TPEX
2026-01-07,2916,-11000,0,0,-11000,TPEX
2026-01-07,2926,-2000,0,0,-2000,TPEX
2026-01-07,2947,-22820,0,0,-22820,TPEX
2026-01-07,3066,2000,0,-45,1955,TPEX
2026-01-07,3071,53000,0,0,53000,TPEX
2026-01-07,3073,-1000,0,29,-971,TPEX
2026-01-07,3078,668000,-1079000,27226,-383774,TPEX
2026-01-07,3081,225050,0,-1395,223655,TPEX
2026-01-07,3083,15000,0,0,15000,TPEX
2026-01-07,3086,-56000,0,-2940,-58940,TPEX
2026-01-07,3088,39000,0,2690,41690,TPEX
2026-01-07,3093,-10000,0,0,-10000,TPEX
2026-01-07,3095,0,0,0,0,TPEX
2026-01-07,3105,2091859,0,616265,2708124,TPEX
2026-01-07,3114,-1000,0,0,-1000,TPEX
2026-01-07,3122,-1000,0,-8,-1008,TPEX
2026-01-07,3128,134000,0,0,134000,TPEX
2026-01-07,3131,281003,-11000,38285,308288,TPEX
2026-01-07,3141,246000,0,6359,252359,TPEX
2026-01-07,3147,37000,0,-9234,27766,TPEX
2026-01-07,3152,87000,0,5552,92552,TPEX
2026-01-07,3158,-13000,0,0,-13000,TPEX
2026-01-07,3162,312000,0,-36000,276000,TPEX
2026-01-07,3163,-343297,0,1436,-341861,TPEX
2026-01-07,3169,96000,0,-116,95884,TPEX
2026-01-07,3171,-3000,0,-1000,-4000,TPEX
2026-01-07,3176,38000,0,0,38000,TPEX
2026-01-07,3178,-46000,0,0,-46000,TPEX
2026-01-07,3188,54000,0,0,54000,TPEX
2026-01-07,3191,4000,0,-110,3890,TPEX
2026-01-07,3205,20000,0,0,20000,TPEX
2026-01-07,3206,13000,0,0,13000,TPEX
2026-01-07,3207,-333000,0,24824,-308176,TPEX
2026-01-07,3211,46257,16000,-126623,-64366,TPEX
2026-01-07,3213,29000,0,-2129,26871,TPEX
2026-01-07,3217,66250,0,3931,70181,TPEX
2026-01-07,3218,61000,0,1254,62254,TPEX
2026-01-07,3219,-144000,0,17888,-126112,TPEX
2026-01-07,3221,59000,0,0,59000,TPEX
2026-01-07,3224,-1000,0,0,-1000,TPEX
2026-01-07,3227,-436000,89000,-3816,-350816,TPEX
2026-01-07,3228,-7000,0,4000,-3000,TPEX
2026-01-07,3230,192000,0,0,192000,TPEX
2026-01-07,3232,8000,0,0,8000,TPEX
2026-01-07,3234,71000,0,241,71241,TPEX
2026-01-07,3236,-57000,0,8040,-48960,TPEX
2026-01-07,3259,-9000,0,18,-8982,TPEX
2026-01-07,3260,1152030,149000,-30180,1270850,TPEX
2026-01-07,3264,-214058,-156869,1008260,637333,TPEX
2026-01-07,3265,232330,0,-24213,208117,TPEX
2026-01-07,3268,12000,0,1988,13988,TPEX
2026-01-07,3272,46000,0,0,46000,TPEX
2026-01-07,3276,17000,0,0,17000,TPEX
2026-01-07,3284,9000,0,0,9000,TPEX
2026-01-07,3285,-1000,0,0,-1000,TPEX
2026-01-07,3287,-1000,0,-226,-1226,TPEX
2026-01-07,3289,-131000,0,-540,-131540,TPEX
2026-01-07,3290,-34970,0,-55408,-90378,TPEX
2026-01-07,3293,270199,32000,28361,330560,TPEX
2026-01-07,3294,42200,0,-9571,32629,TPEX
2026-01-07,3297,4000,0,76,4076,TPEX
2026-01-07,3303,-1000,0,0,-1000,TPEX
2026-01-07,3306,13000,0,744,13744,TPEX
2026-01-07,3310,-2000,0,-5000,-7000,TPEX
2026-01-07,3313,141000,0,0,141000,TPEX
2026-01-07,3317,151000,0,-193,150807,TPEX
2026-01-07,3322,189000,0,0,189000,TPEX
2026-01-07,3323,49000,0,-8568,40432,TPEX
2026-01-07,3324,-924559,-116000,-31156,-1071715,TPEX
2026-01-07,3325,-44000,0,0,-44000,TPEX
2026-01-07,3332,4000,0,0,4000,TPEX
2026-01-07,3339,51000,0,99,51099,TPEX
2026-01-07,3349,-158000,0,0,-158000,TPEX
2026-01-07,3354,1000,0,0,1000,TPEX
2026-01-07,3357,-201000,0,-253893,-454893,TPEX
2026-01-07,3360,7000,0,-20048,-13048,TPEX
2026-01-07,3362,52000,0,-1070,50930,TPEX
2026-01-07,3363,-521992,50000,-4467,-476459,TPEX
2026-01-07,3372,687000,0,10781,697781,TPEX
2026-01-07,3373,9000,0,0,9000,TPEX
2026-01-07,3374,5027032,610000,719281,6356313,TPEX
2026-01-07,3379,-44000,0,-569,-44569,TPEX
2026-01-07,3388,6000,0,0,6000,TPEX
2026-01-07,3390,133000,0,-199,132801,TPEX
2026-01-07,3402,22827,0,-40644,-17817,TPEX
2026-01-07,3430,-98000,0,0,-98000,TPEX
2026-01-07,3434,23000,0,0,23000,TPEX
2026-01-07,3438,-43000,0,0,-43000,TPEX
2026-01-07,3441,26000,0,41,26041,TPEX
2026-01-07,3444,3050,0,15000,18050,TPEX
2026-01-07,3455,-436668,0,-3094,-439762,TPEX
2026-01-07,3466,100000,0,15000,115000,TPEX
2026-01-07,3467,-5000,0,-31,-5031,TPEX
2026-01-07,3479,-101000,0,12632,-88368,TPEX
2026-01-07,3483,-12000,0,128,-11872,TPEX
2026-01-07,3484,26000,0,-113,25887,TPEX
2026-01-07,3489,6000,0,0,6000,TPEX
2026-01-07,3490,143000,0,0,143000,TPEX
2026-01-07,3491,-431992,-32000,-97140,-561132,TPEX
2026-01-07,3492,24000,0,-4000,20000,TPEX
2026-01-07,3498,63000,0,541,63541,TPEX
2026-01-07,3499,-19950,0,189,-19761,TPEX
2026-01-07,3508,4000,0,0,4000,TPEX
2026-01-07,3511,139000,0,-110,138890,TPEX
2026-01-07,3512,-2000,0,0,-2000,TPEX
2026-01-07,3516,1000,0,0,1000,TPEX
2026-01-07,3520,83000,0,0,83000,TPEX
2026-01-07,3521,53000,0,-125,52875,TPEX
2026-01-07,3522,7000,0,0,7000,TPEX
2026-01-07,3523,1000,0,0,1000,TPEX
2026-01-07,3526,-19995,66000,7145,53150,TPEX
2026-01-07,3527,12000,0,0,12000,TPEX
2026-01-07,3529,299089,-11000,9812,297901,TPEX
2026-01-07,3531,0,0,0,0,TPEX
2026-01-07,3537,-102000,0,0,-102000,TPEX
2026-01-07,3540,33000,0,-90,32910,TPEX
2026-01-07,3541,-1000,0,1,-999,TPEX
2026-01-07,3546,-55950,0,1246,-54704,TPEX
2026-01-07,3548,120599,0,490,121089,TPEX
2026-01-07,3551,-202000,0,-110208,-312208,TPEX
2026-01-07,3552,59000,0,2079,61079,TPEX
2026-01-07,3555,-36000,0,0,-36000,TPEX
2026-01-07,3556,14000,0,0,14000,TPEX
2026-01-07,3558,7000,0,-809,6191,TPEX
2026-01-07,3564,66000,0,4660,70660,TPEX
2026-01-07,3567,-4000,0,0,-4000,TPEX
2026-01-07,3570,5000,0,0,5000,TPEX
2026-01-07,3577,-28000,0,-262,-28262,TPEX
2026-01-07,3580,363302,0,-566,362736,TPEX
2026-01-07,3581,189000,0,0,189000,TPEX
2026-01-07,3587,16000,0,-7757,8243,TPEX
2026-01-07,3594,13000,0,211,13211,TPEX
2026-01-07,3597,-3000,0,9,-2991,TPEX
2026-01-07,3609,2000,0,0,2000,TPEX
2026-01-07,3611,-10000,0,0,-10000,TPEX
2026-01-07,3615,-1002000,0,-270,-1002270,TPEX
2026-01-07,3623,3000,0,849,3849,TPEX
2026-01-07,3624,-622000,0,-26248,-648248,TPEX
2026-01-07,3625,151000,0,-343,150657,TPEX
2026-01-07,3628,-130000,0,-151,-130151,TPEX
2026-01-07,3630,-479000,0,50494,-428506,TPEX
2026-01-07,3631,18000,0,0,18000,TPEX
2026-01-07,3646,-11000,0,0,-11000,TPEX
2026-01-07,3663,126000,0,-191195,-65195,TPEX
2026-01-07,3666,-30000,0,0,-30000,TPEX
2026-01-07,3672,-1000,0,0,-1000,TPEX
2026-01-07,3675,78000,0,3704,81704,TPEX
2026-01-07,3680,-336800,573000,-127238,108962,TPEX
2026-01-07,3684,1000,0,-91,909,TPEX
2026-01-07,3685,-42000,0,0,-42000,TPEX
2026-01-07,3687,-16000,0,1000,-15000,TPEX
2026-01-07,3689,621230,0,-159442,461788,TPEX
2026-01-07,3691,-37000,0,6196,-30804,TPEX
2026-01-07,3693,-67400,0,17982,-49418,TPEX
2026-01-07,3707,48000,0,-110912,-62912,TPEX
2026-01-07,3709,1592000,0,-14239,1577761,TPEX
2026-01-07,3710,26000,0,0,26000,TPEX
2026-01-07,3713,-5000,0,0,-5000,TPEX
2026-01-07,4102,-2000,0,0,-2000,TPEX
2026-01-07,4105,41000,-1000,1545,41545,TPEX
2026-01-07,4107,-15000,0,97,-14903,TPEX
2026-01-07,4109,40000,0,668,40668,TPEX
2026-01-07,4111,14000,0,0,14000,TPEX
2026-01-07,4113,7000,0,-1005,5995,TPEX
2026-01-07,4114,-699000,0,-76329,-775329,TPEX
2026-01-07,4116,8000,0,0,8000,TPEX
2026-01-07,4120,10000,0,0,10000,TPEX
2026-01-07,4121,0,0,0,0,TPEX
2026-01-07,4123,85690,0,56800,142490,TPEX
2026-01-07,4126,-59000,0,0,-59000,TPEX
2026-01-07,4127,-5000,0,0,-5000,TPEX
2026-01-07,4128,729000,0,2000,731000,TPEX
2026-01-07,4129,45450,0,25935,71385,TPEX
2026-01-07,4130,289000,0,-4000,285000,TPEX
2026-01-07,4131,-11000,0,0,-11000,TPEX
2026-01-07,4138,0,0,0,0,TPEX
2026-01-07,4139,0,0,0,0,TPEX
2026-01-07,4147,379000,0,269,379269,TPEX
2026-01-07,4153,0,0,0,0,TPEX
2026-01-07,4157,-1731000,0,-9194,-1740194,TPEX
2026-01-07,4160,7000,0,0,7000,TPEX
2026-01-07,4161,-3000,0,0,-3000,TPEX
2026-01-07,4162,209000,0,857,209857,TPEX
2026-01-07,4163,1000,0,60,1060,TPEX
2026-01-07,4166,75000,0,0,75000,TPEX
2026-01-07,4167,135000,0,13212,148212,TPEX
2026-01-07,4168,50000,0,0,50000,TPEX
2026-01-07,4171,-21000,0,-47,-21047,TPEX
2026-01-07,4173,20000,0,0,20000,TPEX
2026-01-07,4174,108000,0,0,108000,TPEX
2026-01-07,4175,-3000,0,0,-3000,TPEX
2026-01-07,4188,-2000,0,0,-2000,TPEX
2026-01-07,4205,8000,0,0,8000,TPEX
2026-01-07,4207,-4000,0,0,-4000,TPEX
2026-01-07,4303,104000,0,622,104622,TPEX
2026-01-07,4401,2000,0,0,2000,TPEX
2026-01-07,4402,-9000,0,0,-9000,TPEX
2026-01-07,4406,-1000,0,0,-1000,TPEX
2026-01-07,4413,0,0,0,0,TPEX
2026-01-07,4416,-4000,0,-5000,-9000,TPEX
2026-01-07,4417,11000,0,0,11000,TPEX
2026-01-07,4419,-1000,0,0,-1000,TPEX
2026-01-07,4420,-3000,0,-183,-3183,TPEX
2026-01-07,4432,5000,0,0,5000,TPEX
2026-01-07,4433,-4000,0,0,-4000,TPEX
2026-01-07,4442,-3000,0,0,-3000,TPEX
2026-01-07,4502,10000,0,0,10000,TPEX
2026-01-07,4503,0,0,-391,-391,TPEX
2026-01-07,4506,6000,0,0,6000,TPEX
2026-01-07,4510,-125000,0,-1376,-126376,TPEX
2026-01-07,4513,29000,0,0,29000,TPEX
2026-01-07,4523,-32000,0,-1,-32001,TPEX
2026-01-07,4527,1000,0,0,1000,TPEX
2026-01-07,4528,-3000,0,0,-3000,TPEX
2026-01-07,4533,368000,0,11000,379000,TPEX
2026-01-07,4534,25000,0,-659,24341,TPEX
2026-01-07,4535,1000,0,0,1000,TPEX
2026-01-07,4538,-1000,0,33,-967,TPEX
2026-01-07,4541,3000,0,-1363,1637,TPEX
2026-01-07,4542,27000,0,0,27000,TPEX
2026-01-07,4543,-15000,0,0,-15000,TPEX
2026-01-07,4549,18000,0,-308,17692,TPEX
2026-01-07,4550,1000,0,0,1000,TPEX
2026-01-07,4554,-7000,0,0,-7000,TPEX
2026-01-07,4556,1000,0,0,1000,TPEX
2026-01-07,4558,22000,0,-45,21955,TPEX
2026-01-07,4561,10000,0,0,10000,TPEX
2026-01-07,4563,-15000,0,-1141,-16141,TPEX
2026-01-07,4568,-1000,0,0,-1000,TPEX
2026-01-07,4577,82000,0,207,82207,TPEX
2026-01-07,4580,3000,0,0,3000,TPEX
2026-01-07,4584,1000,0,0,1000,TPEX
2026-01-07,4702,-16000,0,-292,-16292,TPEX
2026-01-07,4706,-1000,0,0,-1000,TPEX
2026-01-07,4707,163000,0,0,163000,TPEX
2026-01-07,4711,-1000,0,0,-1000,TPEX
2026-01-07,4714,332000,0,44,332044,TPEX
2026-01-07,4716,144000,0,531,144531,TPEX
2026-01-07,4721,198000,0,4927,202927,TPEX
2026-01-07,4726,41000,0,0,41000,TPEX
2026-01-07,4729,-165000,0,-172,-165172,TPEX
2026-01-07,4735,-1000,0,0,-1000,TPEX
2026-01-07,4741,-23000,0,-960,-23960,TPEX
2026-01-07,4743,1426061,0,13708,1439769,TPEX
2026-01-07,4744,-141000,0,0,-141000,TPEX
2026-01-07,4745,83000,0,9000,92000,TPEX
2026-01-07,4747,0,0,0,0,TPEX
2026-01-07,4749,-16950,79000,-31295,30755,TPEX
2026-01-07,4754,-2000,0,0,-2000,TPEX
2026-01-07,4760,-422000,0,-84393,-506393,TPEX
2026-01-07,4767,0,0,0,0,TPEX
2026-01-07,4768,-20000,0,23099,3099,TPEX
2026-01-07,4772,1010005,0,40789,1050794,TPEX
2026-01-07,4903,-241000,0,117,-240883,TPEX
2026-01-07,4907,4000,0,0,4000,TPEX
2026-01-07,4908,11000,0,205,11205,TPEX
2026-01-07,4909,-191000,0,-3872,-194872,TPEX
2026-01-07,4911,5000,0,0,5000,TPEX
2026-01-07,4923,-5000,0,0,-5000,TPEX
2026-01-07,4924,-1000,0,0,-1000,TPEX
2026-01-07,4931,-98000,-120000,123000,-95000,TPEX
2026-01-07,4933,86000,0,904,86904,TPEX
2026-01-07,4939,47000,0,76,47076,TPEX
2026-01-07,4946,13000,0,0,13000,TPEX
2026-01-07,4950,0,0,0,0,TPEX
2026-01-07,4951,32000,0,791,32791,TPEX
2026-01-07,4953,809000,0,15925,824925,TPEX
2026-01-07,4966,184628,411000,112247,707875,TPEX
2026-01-07,4971,-964875,0,9593,-955282,TPEX
2026-01-07,4972,11000,0,-663,10337,TPEX
2026-01-07,4973,894250,0,1829,896079,TPEX
2026-01-07,4974,68000,0,8596,76596,TPEX
2026-01-07,4979,-1711945,-395000,124250,-1982695,TPEX
2026-01-07,4991,-154000,0,67000,-87000,TPEX
2026-01-07,4995,6000,0,0,6000,TPEX
2026-01-07,5009,1785890,0,80789,1866679,TPEX
2026-01-07,5011,123000,0,677,123677,TPEX
2026-01-07,5014,23000,0,1235,24235,TPEX
2026-01-07,5015,3000,0,0,3000,TPEX
2026-01-07,5201,-79000,0,0,-79000,TPEX
2026-01-07,5202,85000,0,0,85000,TPEX
2026-01-07,5206,-3000,0,0,-3000,TPEX
2026-01-07,5209,14000,0,200,14200,TPEX
2026-01-07,5210,49000,0,7,49007,TPEX
2026-01-07,5212,-2000,0,0,-2000,TPEX
2026-01-07,5213,58000,0,0,58000,TPEX
2026-01-07,5220,13000,0,0,13000,TPEX
2026-01-07,5223,4000,0,0,4000,TPEX
2026-01-07,5227,24000,0,-11,23989,TPEX
2026-01-07,5228,30000,0,-78,29922,TPEX
2026-01-07,5230,30000,0,0,30000,TPEX
2026-01-07,5236,26000,0,-108,25892,TPEX
2026-01-07,5245,-21000,0,220,-20780,TPEX
2026-01-07,5251,17000,0,492,17492,TPEX
2026-01-07,5263,-43000,0,-50253,-93253,TPEX
2026-01-07,5272,8000,0,2,8002,TPEX
2026-01-07,5274,-29189,2988,-5005,-31206,TPEX
2026-01-07,5278,-48000,0,0,-48000,TPEX
2026-01-07,5287,-9000,0,0,-9000,TPEX
2026-01-07,5289,703564,-125000,-159522,419042,TPEX
2026-01-07,5291,-2950,0,-122,-3072,TPEX
2026-01-07,5299,51000,0,0,51000,TPEX
2026-01-07,5301,1000,0,0,1000,TPEX
2026-01-07,5302,41000,0,0,41000,TPEX
2026-01-07,5309,-1320985,-8000,-73024,-1402009,TPEX
2026-01-07,5312,11000,0,-347,10653,TPEX
2026-01-07,5314,284310,0,145,284455,TPEX
2026-01-07,5315,223000,0,0,223000,TPEX
2026-01-07,5321,-11000,0,56,-10944,TPEX
2026-01-07,5324,10000,0,0,10000,TPEX
2026-01-07,5328,354000,0,613,354613,TPEX
2026-01-07,5340,-1254000,0,220963,-1033037,TPEX
2026-01-07,5344,2000,0,0,2000,TPEX
2026-01-07,5347,11224150,-9665352,1226378,2785176,TPEX
2026-01-07,5351,2912375,20000,96000,3028375,TPEX
2026-01-07,5353,8000,0,4,8004,TPEX
2026-01-07,5355,4000,0,-28,3972,TPEX
2026-01-07,5356,-11000,0,0,-11000,TPEX
2026-01-07,5364,1000,0,0,1000,TPEX
2026-01-07,5371,613000,0,-64657,548343,TPEX
2026-01-07,5381,376000,0,0,376000,TPEX
2026-01-07,5386,-5000,0,1564,-3436,TPEX
2026-01-07,5392,-339700,0,-47183,-386883,TPEX
2026-01-07,5398,-4000,0,31,-3969,TPEX
2026-01-07,5403,-3000,0,0,-3000,TPEX
2026-01-07,5410,22000,0,797,22797,TPEX
2026-01-07,5425,806463,0,298924,1105387,TPEX
2026-01-07,5426,133000,0,229,133229,TPEX
2026-01-07,5432,16000,0,-139,15861,TPEX
2026-01-07,5438,45000,0,0,45000,TPEX
2026-01-07,5439,79500,299000,-153945,224555,TPEX
2026-01-07,5443,-1035150,0,-86644,-1121794,TPEX
2026-01-07,5450,2000,0,0,2000,TPEX
2026-01-07,5452,-463000,0,-10463,-473463,TPEX
2026-01-07,5455,-1000,0,0,-1000,TPEX
2026-01-07,5457,-25000,-12000,34148,-2852,TPEX
2026-01-07,5460,1000,0,2,1002,TPEX
2026-01-07,5464,-9000,0,0,-9000,TPEX
2026-01-07,5465,10000,0,0,10000,TPEX
2026-01-07,5468,104000,0,0,104000,TPEX
2026-01-07,5474,37000,0,-2429,34571,TPEX
2026-01-07,5475,39800,0,19793,59593,TPEX
2026-01-07,5478,-27000,0,-176,-27176,TPEX
2026-01-07,5481,85000,0,0,85000,TPEX
2026-01-07,5483,-1700661,3018767,-67430,1250676,TPEX
2026-01-07,5487,-19000,0,0,-19000,TPEX
2026-01-07,5488,0,0,-2,-2,TPEX
2026-01-07,5489,19000,0,0,19000,TPEX
2026-01-07,5490,-57000,0,1002,-55998,TPEX
2026-01-07,5493,-3800,0,18731,14931,TPEX
2026-01-07,5498,1230973,0,76000,1306973,TPEX
2026-01-07,5508,92000,0,33795,125795,TPEX
2026-01-07,5511,114000,0,-4000,110000,TPEX
2026-01-07,5512,207000,0,0,207000,TPEX
2026-01-07,5514,-1000,0,0,-1000,TPEX
2026-01-07,5516,3000,0,0,3000,TPEX
2026-01-07,5529,1000,0,0,1000,TPEX
2026-01-07,5530,-87000,0,-551,-87551,TPEX
2026-01-07,5536,-1116650,948000,-10620,-179270,TPEX
2026-01-07,5548,0,0,0,0,TPEX
2026-01-07,5603,-4000,0,0,-4000,TPEX
2026-01-07,5604,6000,0,0,6000,TPEX
2026-01-07,5609,106402,0,0,106402,TPEX
2026-01-07,5701,0,0,-1,-1,TPEX
2026-01-07,5704,-3000,0,0,-3000,TPEX
2026-01-07,5864,617000,0,0,617000,TPEX
2026-01-07,5902,-6000,0,0,-6000,TPEX
2026-01-07,5903,6005,-54000,11000,-36995,TPEX
2026-01-07,5904,-148991,128000,-2485,-23476,TPEX
2026-01-07,5905,348000,0,827,348827,TPEX
2026-01-07,6015,27000,0,0,27000,TPEX
2026-01-07,6016,-336100,0,0,-336100,TPEX
2026-01-07,6021,54000,0,0,54000,TPEX
2026-01-07,6023,-16000,0,0,-16000,TPEX
2026-01-07,6026,-768000,0,0,-768000,TPEX
2026-01-07,6101,-2000,0,0,-2000,TPEX
2026-01-07,6104,-1000,0,-4267,-5267,TPEX
2026-01-07,6109,-2000,0,0,-2000,TPEX
2026-01-07,6111,-89000,0,-28116,-117116,TPEX
2026-01-07,6113,-237000,0,-1577,-238577,TPEX
2026-01-07,6114,5000,0,0,5000,TPEX
2026-01-07,6118,6000,0,0,6000,TPEX
2026-01-07,6121,283316,-384975,76,-101583,TPEX
2026-01-07,6122,219000,0,0,219000,TPEX
2026-01-07,6123,9000,0,-98,8902,TPEX
2026-01-07,6124,-1000,0,0,-1000,TPEX
2026-01-07,6125,-1362000,0,213925,-1148075,TPEX
2026-01-07,6126,-158000,0,198346,40346,TPEX
2026-01-07,6127,-927000,0,-313,-927313,TPEX
2026-01-07,6129,100000,0,-525,99475,TPEX
2026-01-07,6130,-16000,0,0,-16000,TPEX
2026-01-07,6134,-208000,0,0,-208000,TPEX
2026-01-07,6138,-78000,2000,20339,-55661,TPEX
2026-01-07,6140,42000,0,-454,41546,TPEX
2026-01-07,6143,178899,0,14053,192952,TPEX
2026-01-07,6144,-3000,0,0,-3000,TPEX
2026-01-07,6146,85784,0,0,85784,TPEX
2026-01-07,6147,2631000,-1718015,-40915,872070,TPEX
2026-01-07,6148,17000,0,297,17297,TPEX
2026-01-07,6150,-31000,0,4157,-26843,TPEX
2026-01-07,6151,42000,0,0,42000,TPEX
2026-01-07,6154,-1000,0,0,-1000,TPEX
2026-01-07,6156,253900,0,-76,253824,TPEX
2026-01-07,6158,8000,0,0,8000,TPEX
2026-01-07,6160,-24000,0,-1,-24001,TPEX
2026-01-07,6161,79000,0,213,79213,TPEX
2026-01-07,6163,-89000,0,-3454,-92454,TPEX
2026-01-07,6167,-217000,0,-14111,-231111,TPEX
2026-01-07,6169,0,0,0,0,TPEX
2026-01-07,6170,-75000,0,0,-75000,TPEX
2026-01-07,6171,1000,0,0,1000,TPEX
2026-01-07,6173,-29950,0,-102123,-132073,TPEX
2026-01-07,6174,1000,0,0,1000,TPEX
2026-01-07,6175,-177000,0,-5495,-182495,TPEX
2026-01-07,6179,-24000,0,-462,-24462,TPEX
2026-01-07,6180,50500,-254389,254,-203635,TPEX
2026-01-07,6182,5458305,0,1222036,6680341,TPEX
2026-01-07,6185,39000,0,0,39000,TPEX
2026-01-07,6186,-44000,0,1568,-42432,TPEX
2026-01-07,6187,-45800,36000,11044,1244,TPEX
2026-01-07,6188,-860150,1450000,-57395,532455,TPEX
2026-01-07,6190,-636999,0,-122948,-759947,TPEX
2026-01-07,6194,49000,0,25,49025,TPEX
2026-01-07,6195,6000,0,0,6000,TPEX
2026-01-07,6198,1000,0,0,1000,TPEX
2026-01-07,6199,243000,0,63868,306868,TPEX
2026-01-07,6203,17000,-10000,-313,6687,TPEX
2026-01-07,6204,-7000,0,1000,-6000,TPEX
2026-01-07,6207,-222000,0,-7823,-229823,TPEX
2026-01-07,6208,4000,0,184,4184,TPEX
2026-01-07,6210,-5000,0,0,-5000,TPEX
2026-01-07,6217,2331000,0,96572,2427572,TPEX
2026-01-07,6218,28000,0,0,28000,TPEX
2026-01-07,6219,-32000,0,0,-32000,TPEX
2026-01-07,6220,47000,0,0,47000,TPEX
2026-01-07,6221,-13000,0,-600,-13600,TPEX
2026-01-07,6222,-1000,0,0,-1000,TPEX
2026-01-07,6223,-139834,16000,5978,-117856,TPEX
2026-01-07,6227,78000,0,4655,82655,TPEX
2026-01-07,6228,7000,0,224,7224,TPEX
2026-01-07,6229,9000,0,0,9000,TPEX
2026-01-07,6231,125000,0,42277,167277,TPEX
2026-01-07,6233,108000,0,0,108000,TPEX
2026-01-07,6234,462200,0,-1,462199,TPEX
2026-01-07,6237,72000,0,-864,71136,TPEX
2026-01-07,6241,-16000,0,525,-15475,TPEX
2026-01-07,6242,2000,0,0,2000,TPEX
2026-01-07,6244,2889000,0,53660,2942660,TPEX
2026-01-07,6245,47000,0,711,47711,TPEX
2026-01-07,6246,-1000,0,-1,-1001,TPEX
2026-01-07,6248,24000,0,0,24000,TPEX
