date,symbol,foreign_net,investment_trust_net,dealer_net,total_institutional_net,source
2026-01-05,5460,-32000,0,0,-32000,TPEX
2026-01-05,5464,-1000,0,0,-1000,TPEX
2026-01-05,5465,-204000,0,-660,-204660,TPEX
2026-01-05,5468,-29000,0,0,-29000,TPEX
2026-01-05,5474,-55000,0,-2481,-57481,TPEX
2026-01-05,5475,-299400,0,9466,-289934,TPEX
2026-01-05,5478,-134000,0,-1283,-135283,TPEX
2026-01-05,5481,9000,0,0,9000,TPEX
2026-01-05,5483,-2137661,721632,-90236,-1506265,TPEX
2026-01-05,5487,-14000,0,0,-14000,TPEX
2026-01-05,5488,0,0,-2,-2,TPEX
2026-01-05,5489,-29000,0,-3997,-32997,TPEX
2026-01-05,5490,-107000,0,89,-106911,TPEX
2026-01-05,5493,-66000,0,-12978,-78978,TPEX
2026-01-05,5498,1035140,0,-27000,1008140,TPEX
2026-01-05,5508,-685000,0,259,-684741,TPEX
2026-01-05,5511,41000,0,-6000,35000,TPEX
2026-01-05,5512,-1090000,0,0,-1090000,TPEX
2026-01-05,5514,-3000,0,0,-3000,TPEX
2026-01-05,5520,2000,0,0,2000,TPEX
2026-01-05,5523,-9000,0,4,-8996,TPEX
2026-01-05,5529,3000,0,0,3000,TPEX
2026-01-05,5530,-155000,0,0,-155000,TPEX
2026-01-05,5536,209564,535000,135759,880323,TPEX
2026-01-05,5601,0,0,4,4,TPEX
2026-01-05,5603,26000,0,-409,25591,TPEX
2026-01-05,5604,2000,0,0,2000,TPEX
2026-01-05,5609,-96259,0,-4000,-100259,TPEX
2026-01-05,5701,0,0,193,193,TPEX
2026-01-05,5704,0,0,0,0,TPEX
2026-01-05,5864,766000,0,0,766000,TPEX
2026-01-05,5902,0,0,132,132,TPEX
2026-01-05,5903,7000,-50000,16000,-27000,TPEX
2026-01-05,5904,-59077,65000,-64,5859,TPEX
2026-01-05,5905,-795000,0,-22758,-817758,TPEX
2026-01-05,6015,65000,0,0,65000,TPEX
2026-01-05,6016,-598000,0,0,-598000,TPEX
2026-01-05,6021,49000,0,0,49000,TPEX
2026-01-05,6023,8000,-8000,0,0,TPEX
2026-01-05,6026,141000,0,0,141000,TPEX
2026-01-05,6101,356,0,0,356,TPEX
2026-01-05,6104,-185000,0,6991,-178009,TPEX
2026-01-05,6109,3000,0,-198,2802,TPEX
2026-01-05,6111,-179000,0,-2042,-181042,TPEX
2026-01-05,6113,-45000,0,278,-44722,TPEX
2026-01-05,6114,-2000,0,25,-1975,TPEX
2026-01-05,6118,-82000,0,-340,-82340,TPEX
2026-01-05,6121,344022,-443229,-5180,-104387,TPEX
2026-01-05,6122,60000,0,2000,62000,TPEX
2026-01-05,6123,-16000,0,2327,-13673,TPEX
2026-01-05,6124,34000,0,4643,38643,TPEX
2026-01-05,6125,948000,0,-60599,887401,TPEX
2026-01-05,6126,-61000,0,100000,39000,TPEX
2026-01-05,6127,502000,0,-31143,470857,TPEX
2026-01-05,6129,-135000,0,128,-134872,TPEX
2026-01-05,6130,-49000,0,0,-49000,TPEX
2026-01-05,6134,101000,0,0,101000,TPEX
2026-01-05,6138,-48000,26000,-1135,-23135,TPEX
2026-01-05,6140,-27000,0,-571,-27571,TPEX
2026-01-05,6143,-546000,0,-18196,-564196,TPEX
2026-01-05,6144,-1000,0,0,-1000,TPEX
2026-01-05,6146,-171000,0,-149,-171149,TPEX
2026-01-05,6147,-936000,-1751542,23270,-2664272,TPEX
2026-01-05,6148,-87000,0,274,-86726,TPEX
2026-01-05,6150,-223000,0,-3460,-226460,TPEX
2026-01-05,6151,-45000,0,202,-44798,TPEX
2026-01-05,6154,0,0,0,0,TPEX
2026-01-05,6156,-74000,0,0,-74000,TPEX
2026-01-05,6158,-2000,0,0,-2000,TPEX
2026-01-05,6160,-91000,0,661,-90339,TPEX
2026-01-05,6161,-55000,0,0,-55000,TPEX
2026-01-05,6163,556500,0,-61663,494837,TPEX
2026-01-05,6167,-80000,0,0,-80000,TPEX
2026-01-05,6169,1001,0,26,1027,TPEX
2026-01-05,6170,-258000,0,0,-258000,TPEX
2026-01-05,6171,-1000,0,0,-1000,TPEX
2026-01-05,6173,-2139970,0,-336035,-2476005,TPEX
2026-01-05,6174,-2000,0,20,-1980,TPEX
2026-01-05,6175,-1411500,0,-191773,-1603273,TPEX
2026-01-05,6179,-217000,0,-6258,-223258,TPEX
2026-01-05,6180,-170000,-150878,-297,-321175,TPEX
2026-01-05,6182,-69000,0,-90111,-159111,TPEX
2026-01-05,6185,-79999,0,0,-79999,TPEX
2026-01-05,6186,-94000,0,-6125,-100125,TPEX
2026-01-05,6187,2990263,366000,130937,3487200,TPEX
2026-01-05,6188,-896990,1493000,-196155,399855,TPEX
2026-01-05,6190,534105,0,-59513,474592,TPEX
2026-01-05,6194,-77000,0,-13000,-90000,TPEX
2026-01-05,6195,-13000,0,0,-13000,TPEX
2026-01-05,6199,-102000,0,-5182,-107182,TPEX
2026-01-05,6203,-185200,0,4721,-180479,TPEX
2026-01-05,6204,-178000,0,0,-178000,TPEX
2026-01-05,6207,-130100,0,3143,-126957,TPEX
2026-01-05,6208,-13000,0,589,-12411,TPEX
2026-01-05,6210,-1000,0,0,-1000,TPEX
2026-01-05,6217,-1201000,0,-33841,-1234841,TPEX
2026-01-05,6218,-27930,0,18,-27912,TPEX
2026-01-05,6219,-44000,0,0,-44000,TPEX
2026-01-05,6220,-108000,0,0,-108000,TPEX
2026-01-05,6221,-5000,0,0,-5000,TPEX
2026-01-05,6222,-4000,0,0,-4000,TPEX
2026-01-05,6223,-158386,-418200,27986,-548600,TPEX
2026-01-05,6227,-30000,0,-7423,-37423,TPEX
2026-01-05,6228,-8000,0,1,-7999,TPEX
2026-01-05,6229,-46000,0,-279,-46279,TPEX
2026-01-05,6231,-190000,0,1759,-188241,TPEX
2026-01-05,6233,-121000,0,0,-121000,TPEX
2026-01-05,6234,617000,0,-11691,605309,TPEX
2026-01-05,6237,-24000,0,58,-23942,TPEX
2026-01-05,6240,0,0,0,0,TPEX
2026-01-05,6241,-1000,0,0,-1000,TPEX
2026-01-05,6244,129000,0,-84560,44440,TPEX
2026-01-05,6245,-416000,0,-12902,-428902,TPEX
2026-01-05,6246,0,0,-10,-10,TPEX
2026-01-05,6248,-28999,0,0,-28999,TPEX
2026-01-05,6259,-22000,0,2292,-19708,TPEX
2026-01-05,6261,16000,0,1000,17000,TPEX
2026-01-05,6263,-52000,0,0,-52000,TPEX
2026-01-05,6265,267500,0,344000,611500,TPEX
2026-01-05,6266,-35000,0,-459,-35459,TPEX
2026-01-05,6270,20000,0,4715,24715,TPEX
2026-01-05,6274,-680635,-710000,262408,-1128227,TPEX
2026-01-05,6275,-79000,0,159,-78841,TPEX
2026-01-05,6276,-4000,0,-13,-4013,TPEX
2026-01-05,6279,-54000,0,85,-53915,TPEX
2026-01-05,6284,647000,0,-66352,580648,TPEX
2026-01-05,6290,-1264000,6100,-120555,-1378455,TPEX
2026-01-05,6291,79950,0,-6514,73436,TPEX
2026-01-05,6292,3000,0,0,3000,TPEX
2026-01-05,6294,0,0,-2000,-2000,TPEX
2026-01-05,6411,-171971,0,340,-171631,TPEX
2026-01-05,6417,-3000,0,0,-3000,TPEX
2026-01-05,6418,75000,0,28,75028,TPEX
2026-01-05,6419,33000,0,-1000,32000,TPEX
2026-01-05,6425,-90050,0,-18,-90068,TPEX
2026-01-05,6432,124000,0,0,124000,TPEX
2026-01-05,6435,-93000,0,959,-92041,TPEX
2026-01-05,6441,4000,0,-374,3626,TPEX
2026-01-05,6461,66000,0,-1435,64565,TPEX
2026-01-05,6462,-943000,0,-5700,-948700,TPEX
2026-01-05,6465,57000,0,0,57000,TPEX
2026-01-05,6469,-78000,0,624,-77376,TPEX
2026-01-05,6470,-30000,0,1968,-28032,TPEX
2026-01-05,6474,-1000,0,-3000,-4000,TPEX
2026-01-05,6485,-479815,0,-28655,-508470,TPEX
2026-01-05,6486,-39000,0,0,-39000,TPEX
2026-01-05,6488,59876,1846862,22232,1928970,TPEX
2026-01-05,6492,-73000,0,-218,-73218,TPEX
2026-01-05,6494,-38000,0,0,-38000,TPEX
2026-01-05,6496,1000,0,0,1000,TPEX
2026-01-05,6498,-1000,0,-4000,-5000,TPEX
2026-01-05,6499,-11008,0,98,-10910,TPEX
2026-01-05,6506,0,0,0,0,TPEX
2026-01-05,6508,1000,0,0,1000,TPEX
2026-01-05,6509,-36000,-15000,-181,-51181,TPEX
2026-01-05,6510,-39997,-12284,-7449,-59730,TPEX
2026-01-05,6516,-6000,0,0,-6000,TPEX
2026-01-05,6517,-29000,0,-3264,-32264,TPEX
2026-01-05,6523,-1000,0,0,-1000,TPEX
2026-01-05,6527,-2000,0,0,-2000,TPEX
2026-01-05,6530,-254000,0,161,-253839,TPEX
2026-01-05,6532,-50000,0,0,-50000,TPEX
2026-01-05,6535,-72000,0,-18,-72018,TPEX
2026-01-05,6538,-53000,-155,77,-53078,TPEX
2026-01-05,6542,-1000,0,0,-1000,TPEX
2026-01-05,6546,-165800,0,-443,-166243,TPEX
2026-01-05,6547,-133300,0,-26519,-159819,TPEX
2026-01-05,6548,-2243000,2708000,-31671,433329,TPEX
2026-01-05,6560,-46000,0,0,-46000,TPEX
2026-01-05,6561,-36000,24000,-1134,-13134,TPEX
2026-01-05,6568,-64000,0,-6136,-70136,TPEX
2026-01-05,6569,-25000,0,0,-25000,TPEX
2026-01-05,6570,-11000,0,0,-11000,TPEX
2026-01-05,6576,-15000,0,0,-15000,TPEX
2026-01-05,6577,-7000,0,0,-7000,TPEX
2026-01-05,6578,-19000,0,0,-19000,TPEX
2026-01-05,6584,103000,21000,-30380,93620,TPEX
2026-01-05,6588,-144000,0,-2633,-146633,TPEX
2026-01-05,6593,-138000,0,-3745,-141745,TPEX
2026-01-05,6596,-60000,0,993,-59007,TPEX
2026-01-05,6603,381000,0,1695,382695,TPEX
2026-01-05,6609,-116000,0,-394,-116394,TPEX
2026-01-05,6612,-4000,0,0,-4000,TPEX
2026-01-05,6613,19000,-2665,428,16763,TPEX
2026-01-05,6616,-4000,0,0,-4000,TPEX
2026-01-05,6617,-56000,0,0,-56000,TPEX
2026-01-05,6620,4000,0,0,4000,TPEX
2026-01-05,6624,1000,0,17000,18000,TPEX
2026-01-05,6629,-30000,0,-49,-30049,TPEX
2026-01-05,6637,-6000,0,0,-6000,TPEX
2026-01-05,6640,75000,0,36544,111544,TPEX
2026-01-05,6642,-20000,0,0,-20000,TPEX
2026-01-05,6643,-125050,0,-5948,-130998,TPEX
2026-01-05,6649,-42000,0,0,-42000,TPEX
2026-01-05,6651,-30025,0,0,-30025,TPEX
2026-01-05,6654,8000,0,-21,7979,TPEX
2026-01-05,6661,-1000,0,0,-1000,TPEX
2026-01-05,6664,242010,0,-146,241864,TPEX
2026-01-05,6667,-152999,0,-3959,-156958,TPEX
2026-01-05,6679,-110000,0,-10145,-120145,TPEX
2026-01-05,6680,0,0,198,198,TPEX
2026-01-05,6683,-164080,0,-9148,-173228,TPEX
2026-01-05,6684,-43000,0,-182,-43182,TPEX
2026-01-05,6690,-7999,0,0,-7999,TPEX
2026-01-05,6692,-5000,0,0,-5000,TPEX
2026-01-05,6693,16000,0,1000,17000,TPEX
2026-01-05,6703,-2000,0,0,-2000,TPEX
2026-01-05,6708,2000,0,0,2000,TPEX
2026-01-05,6712,95501,0,-4251,91250,TPEX
2026-01-05,6716,-15000,0,-563,-15563,TPEX
2026-01-05,6720,-15000,0,0,-15000,TPEX
2026-01-05,6725,35000,0,23000,58000,TPEX
2026-01-05,6727,-602000,0,17000,-585000,TPEX
2026-01-05,6728,9000,0,402,9402,TPEX
2026-01-05,6732,-46000,0,-1979,-47979,TPEX
2026-01-05,6733,24000,0,-64,23936,TPEX
2026-01-05,6735,-6000,0,0,-6000,TPEX
2026-01-05,6739,-82919,0,-19799,-102718,TPEX
2026-01-05,6741,-63000,0,0,-63000,TPEX
2026-01-05,6751,-13000,0,10,-12990,TPEX
2026-01-05,6752,-77984,0,3372,-74612,TPEX
2026-01-05,6761,-11000,0,-429,-11429,TPEX
2026-01-05,6762,-1000,0,0,-1000,TPEX
2026-01-05,6763,-253000,0,-42115,-295115,TPEX
2026-01-05,6785,-97000,0,-7481,-104481,TPEX
2026-01-05,6788,43000,0,-13000,30000,TPEX
2026-01-05,6791,-2000,0,571,-1429,TPEX
2026-01-05,6803,-7000,14000,0,7000,TPEX
2026-01-05,6804,-7000,0,0,-7000,TPEX
2026-01-05,6811,-48000,0,-4377,-52377,TPEX
2026-01-05,6821,2000,0,0,2000,TPEX
2026-01-05,6823,-6000,0,3000,-3000,TPEX
2026-01-05,6829,-116000,0,-1358,-117358,TPEX
2026-01-05,6840,-5000,0,0,-5000,TPEX
2026-01-05,6841,-264900,0,-2949,-267849,TPEX
2026-01-05,6846,1000,0,0,1000,TPEX
2026-01-05,6859,-14978,0,703,-14275,TPEX
2026-01-05,6865,0,0,1,1,TPEX
2026-01-05,6870,18020,0,1651,19671,TPEX
2026-01-05,6872,2000,0,0,2000,TPEX
2026-01-05,6874,-2000,0,0,-2000,TPEX
2026-01-05,6875,-23000,0,0,-23000,TPEX
2026-01-05,6877,-48000,0,626,-47374,TPEX
2026-01-05,6894,-24000,0,40,-23960,TPEX
2026-01-05,6895,-8000,0,840,-7160,TPEX
2026-01-05,6899,1000,0,0,1000,TPEX
2026-01-05,6903,-191800,0,20352,-171448,TPEX
2026-01-05,6910,-112000,0,-64984,-176984,TPEX
2026-01-05,6913,-12000,0,-8000,-20000,TPEX
2026-01-05,6922,-9018,0,1000,-8018,TPEX
2026-01-05,6925,-19000,0,2,-18998,TPEX
2026-01-05,6929,-2200,0,0,-2200,TPEX
2026-01-05,6953,7000,0,0,7000,TPEX
2026-01-05,6967,-27000,0,6000,-21000,TPEX
2026-01-05,6968,-10000,0,0,-10000,TPEX
2026-01-05,6971,-19000,0,0,-19000,TPEX
2026-01-05,6982,-10000,0,0,-10000,TPEX
2026-01-05,6996,-211983,0,0,-211983,TPEX
2026-01-05,7402,-101000,100000,-4275,-5275,TPEX
2026-01-05,7547,-6000,0,0,-6000,TPEX
2026-01-05,7556,1000,0,0,1000,TPEX
2026-01-05,7584,-1000,0,0,-1000,TPEX
2026-01-05,7642,-21000,0,141,-20859,TPEX
2026-01-05,7703,54000,0,8944,62944,TPEX
2026-01-05,7704,1000,0,0,1000,TPEX
2026-01-05,7709,-9000,0,0,-9000,TPEX
2026-01-05,7712,-114000,0,0,-114000,TPEX
2026-01-05,7713,-7000,0,0,-7000,TPEX
2026-01-05,7714,-12000,0,-22159,-34159,TPEX
2026-01-05,7715,7000,0,0,7000,TPEX
2026-01-05,7717,1000,0,-3000,-2000,TPEX
2026-01-05,7718,-1000,0,0,-1000,TPEX
2026-01-05,7723,-30000,0,0,-30000,TPEX
2026-01-05,7728,-1000,0,20937,19937,TPEX
2026-01-05,7734,34100,0,4239,38339,TPEX
2026-01-05,7738,-51000,0,-2000,-53000,TPEX
2026-01-05,7743,-1000,0,0,-1000,TPEX
2026-01-05,7744,-40000,0,13000,-27000,TPEX
2026-01-05,7751,25000,0,-7951,17049,TPEX
2026-01-05,7753,-3000,0,0,-3000,TPEX
2026-01-05,7757,-5000,0,0,-5000,TPEX
2026-01-05,7770,-3000,0,0,-3000,TPEX
2026-01-05,7777,73000,0,0,73000,TPEX
2026-01-05,7782,-1000,0,0,-1000,TPEX
2026-01-05,7805,17000,0,0,17000,TPEX
2026-01-05,7810,-89000,0,-4000,-93000,TPEX
2026-01-05,8027,-1106000,0,-39958,-1145958,TPEX
2026-01-05,8032,-8000,0,88,-7912,TPEX
2026-01-05,8034,-238000,0,-11031,-249031,TPEX
2026-01-05,8038,18000,0,0,18000,TPEX
2026-01-05,8040,-165000,0,-675,-165675,TPEX
2026-01-05,8042,473500,0,75995,549495,TPEX
2026-01-05,8043,-386050,0,-10899,-396949,TPEX
2026-01-05,8044,-400000,0,2252,-397748,TPEX
2026-01-05,8047,-27000,0,0,-27000,TPEX
2026-01-05,8048,281000,0,-788,280212,TPEX
2026-01-05,8049,-12000,0,9,-11991,TPEX
2026-01-05,8050,-439000,0,520,-438480,TPEX
2026-01-05,8054,-524275,0,-104236,-628511,TPEX
2026-01-05,8059,-2000,0,-87,-2087,TPEX
2026-01-05,8064,259000,0,-65984,193016,TPEX
2026-01-05,8066,-1000,0,-20,-1020,TPEX
2026-01-05,8068,130000,0,72000,202000,TPEX
2026-01-05,8069,-3576738,2133510,79426,-1363802,TPEX
2026-01-05,8071,-104999,0,-544,-105543,TPEX
2026-01-05,8074,1204765,0,-76721,1128044,TPEX
2026-01-05,8076,-257000,0,-2454,-259454,TPEX
2026-01-05,8080,0,0,-4,-4,TPEX
2026-01-05,8083,2250,0,0,2250,TPEX
2026-01-05,8084,-51000,0,0,-51000,TPEX
2026-01-05,8085,-340000,0,380,-339620,TPEX
2026-01-05,8086,-337999,0,-16288,-354287,TPEX
2026-01-05,8087,3000,0,0,3000,TPEX
2026-01-05,8088,32200,0,0,32200,TPEX
2026-01-05,8089,-115000,0,0,-115000,TPEX
2026-01-05,8091,3000,0,-2664,336,TPEX
2026-01-05,8092,-1000,0,0,-1000,TPEX
2026-01-05,8096,-1270000,0,-55384,-1325384,TPEX
2026-01-05,8097,-24000,0,-5064,-29064,TPEX
2026-01-05,8099,-32000,0,27,-31973,TPEX
2026-01-05,8102,-3000,0,0,-3000,TPEX
2026-01-05,8107,6000,0,0,6000,TPEX
2026-01-05,8109,-10000,0,629,-9371,TPEX
2026-01-05,8111,497010,0,-168527,328483,TPEX
2026-01-05,8121,-155000,0,448,-154552,TPEX
2026-01-05,8147,-28000,0,-3147,-31147,TPEX
2026-01-05,8155,-289000,0,-16562,-305562,TPEX
2026-01-05,8171,-14000,0,-72,-14072,TPEX
2026-01-05,8176,-5000,0,108,-4892,TPEX
2026-01-05,8182,0,0,0,0,TPEX
2026-01-05,8183,-189000,0,-7125,-196125,TPEX
2026-01-05,8227,-101912,0,-7013,-108925,TPEX
2026-01-05,8234,-184900,0,-3069,-187969,TPEX
2026-01-05,8240,16000,0,-7048,8952,TPEX
2026-01-05,8255,-68000,0,-1261,-69261,TPEX
2026-01-05,8277,-20000,0,-647,-20647,TPEX
2026-01-05,8279,-12000,0,0,-12000,TPEX
2026-01-05,8284,-1000,0,0,-1000,TPEX
2026-01-05,8289,-11000,0,0,-11000,TPEX
2026-01-05,8299,-674073,534000,231292,91219,TPEX
2026-01-05,8342,-1000,0,0,-1000,TPEX
2026-01-05,8349,14000,0,0,14000,TPEX
2026-01-05,8354,-5000,0,0,-5000,TPEX
2026-01-05,8358,-4937373,-526000,-246577,-5709950,TPEX
2026-01-05,8383,-101000,0,-357,-101357,TPEX
2026-01-05,8390,126000,0,-19851,106149,TPEX
2026-01-05,8401,3000,0,0,3000,TPEX
2026-01-05,8403,-55000,0,0,-55000,TPEX
2026-01-05,8409,4000,0,33,4033,TPEX
2026-01-05,8410,-13000,0,0,-13000,TPEX
2026-01-05,8415,-80000,106000,-33000,-7000,TPEX
2026-01-05,8421,6000,0,0,6000,TPEX
2026-01-05,8426,-10000,0,31,-9969,TPEX
2026-01-05,8431,-91150,0,43476,-47674,TPEX
2026-01-05,8432,-1000,0,0,-1000,TPEX
2026-01-05,8433,-2000,0,0,-2000,TPEX
2026-01-05,8435,-27000,0,0,-27000,TPEX
2026-01-05,8436,-76000,115239,-3649,35590,TPEX
2026-01-05,8437,-7000,0,0,-7000,TPEX
2026-01-05,8440,-60000,0,0,-60000,TPEX
2026-01-05,8444,0,0,16,16,TPEX
2026-01-05,8446,-36000,0,0,-36000,TPEX
2026-01-05,8450,-1000,0,0,-1000,TPEX
2026-01-05,8472,1000,0,-548,452,TPEX
2026-01-05,8477,-2000,0,0,-2000,TPEX
2026-01-05,8489,-11000,0,-2000,-13000,TPEX
2026-01-05,8905,-5000,0,0,-5000,TPEX
2026-01-05,8906,-25000,0,0,-25000,TPEX
2026-01-05,8908,-15000,0,0,-15000,TPEX
2026-01-05,8916,-4000,0,-5000,-9000,TPEX
2026-01-05,8917,-5000,0,3555,-1445,TPEX
2026-01-05,8924,-34000,0,-7302,-41302,TPEX
2026-01-05,8927,-469000,0,0,-469000,TPEX
2026-01-05,8928,-8000,0,0,-8000,TPEX
2026-01-05,8930,-13000,0,0,-13000,TPEX
2026-01-05,8931,-2000,0,0,-2000,TPEX
2026-01-05,8932,50000,0,864,50864,TPEX
2026-01-05,8933,3000,0,-182,2818,TPEX
2026-01-05,8935,-8999,0,-709,-9708,TPEX
2026-01-05,8936,196000,0,1792,197792,TPEX
2026-01-05,8937,-13000,0,-6977,-19977,TPEX
2026-01-05,8938,3000,0,0,3000,TPEX
2026-01-05,8941,0,0,0,0,TPEX
2026-01-05,8942,-62000,0,-27000,-89000,TPEX
2026-01-05,9949,1000,0,0,1000,TPEX
2026-01-05,9950,-1000,0,0,-1000,TPEX
2026-01-05,9951,-23000,0,-23967,-46967,TPEX
2026-01-05,9960,10000,0,0,10000,TPEX
2026-01-05,9962,-1000,0,0,-1000,TPEX
2026-01-06,1240,0,0,0,0,TPEX
2026-01-06,1264,-1000,0,0,-1000,TPEX
2026-01-06,1268,-1000,0,0,-1000,TPEX
2026-01-06,1294,-2000,0,0,-2000,TPEX
2026-01-06,1295,42000,0,250,42250,TPEX
2026-01-06,1336,-4000,0,0,-4000,TPEX
2026-01-06,1565,58000,0,-2301,55699,TPEX
2026-01-06,1569,-105000,0,-5637,-110637,TPEX
2026-01-06,1570,4000,0,0,4000,TPEX
2026-01-06,1580,6000,0,0,6000,TPEX
2026-01-06,1584,197000,0,-867,196133,TPEX
2026-01-06,1586,57000,0,0,57000,TPEX
2026-01-06,1591,-87000,0,-34,-87034,TPEX
2026-01-06,1595,43000,0,593,43593,TPEX
2026-01-06,1599,2000,0,0,2000,TPEX
2026-01-06,1742,0,0,-740,-740,TPEX
2026-01-06,1777,-3000,0,0,-3000,TPEX
2026-01-06,1781,13000,0,-3,12997,TPEX
2026-01-06,1784,108000,0,13392,121392,TPEX
2026-01-06,1785,536000,-28000,-267224,240776,TPEX
2026-01-06,1788,1000,0,0,1000,TPEX
2026-01-06,1796,-8000,0,0,-8000,TPEX
2026-01-06,1799,26000,0,-948,25052,TPEX
2026-01-06,1815,-9393063,-12000,330421,-9074642,TPEX
2026-01-06,2061,-6000,0,0,-6000,TPEX
2026-01-06,2063,4000,0,0,4000,TPEX
2026-01-06,2064,-1000,0,0,-1000,TPEX
2026-01-06,2065,-13000,0,0,-13000,TPEX
2026-01-06,2066,3000,0,0,3000,TPEX
2026-01-06,2067,-2000,0,1,-1999,TPEX
2026-01-06,2070,7000,0,-2208,4792,TPEX
2026-01-06,2221,0,0,0,0,TPEX
2026-01-06,2230,-44000,0,73225,29225,TPEX
2026-01-06,2596,47000,0,0,47000,TPEX
2026-01-06,2640,7000,-15000,0,-8000,TPEX
2026-01-06,2641,311000,0,26534,337534,TPEX
2026-01-06,2643,3000,0,-1000,2000,TPEX
2026-01-06,2718,17000,0,369,17369,TPEX
2026-01-06,2719,-6000,0,318,-5682,TPEX
2026-01-06,2726,1000,0,0,1000,TPEX
2026-01-06,2729,-1000,0,120,-880,TPEX
2026-01-06,2732,15000,0,0,15000,TPEX
2026-01-06,2734,-16000,0,0,-16000,TPEX
2026-01-06,2736,9000,0,0,9000,TPEX
2026-01-06,2743,32000,0,149,32149,TPEX
2026-01-06,2745,20000,0,4935,24935,TPEX
2026-01-06,2751,2000,0,0,2000,TPEX
2026-01-06,2754,-4000,0,0,-4000,TPEX
2026-01-06,2755,2000,0,-1962,38,TPEX
2026-01-06,2756,7000,0,-57,6943,TPEX
2026-01-06,2941,3000,0,0,3000,TPEX
2026-01-06,2947,-125029,0,0,-125029,TPEX
2026-01-06,3066,2000,0,0,2000,TPEX
2026-01-06,3071,7000,0,0,7000,TPEX
2026-01-06,3073,52000,0,50,52050,TPEX
2026-01-06,3078,306000,-126031,10920,190889,TPEX
2026-01-06,3081,-219870,-3300,104000,-119170,TPEX
2026-01-06,3083,30000,0,158,30158,TPEX
2026-01-06,3086,28000,0,-921,27079,TPEX
2026-01-06,3088,7000,0,414,7414,TPEX
2026-01-06,3093,-12000,0,0,-12000,TPEX
2026-01-06,3095,-2000,0,0,-2000,TPEX
2026-01-06,3105,167940,6000,441520,615460,TPEX
2026-01-06,3114,21000,0,0,21000,TPEX
2026-01-06,3118,-1000,0,0,-1000,TPEX
2026-01-06,3122,3000,0,45,3045,TPEX
2026-01-06,3128,30000,0,0,30000,TPEX
2026-01-06,3131,336003,-10998,-56003,269002,TPEX
2026-01-06,3141,14000,0,-872,13128,TPEX
2026-01-06,3147,-16000,0,875,-15125,TPEX
2026-01-06,3152,0,0,-43804,-43804,TPEX
2026-01-06,3158,-2000,0,0,-2000,TPEX
2026-01-06,3162,-72000,0,0,-72000,TPEX
2026-01-06,3163,-2800028,-20000,54516,-2765512,TPEX
2026-01-06,3169,27000,0,4398,31398,TPEX
2026-01-06,3171,0,0,0,0,TPEX
2026-01-06,3176,43000,0,0,43000,TPEX
2026-01-06,3178,17000,0,0,17000,TPEX
2026-01-06,3188,-1000,0,0,-1000,TPEX
2026-01-06,3191,0,0,1000,1000,TPEX
2026-01-06,3205,0,0,0,0,TPEX
2026-01-06,3206,-5000,0,0,-5000,TPEX
2026-01-06,3207,363000,0,66789,429789,TPEX
2026-01-06,3211,-699953,214531,171577,-313845,TPEX
2026-01-06,3213,-8990,-1460,24388,13938,TPEX
2026-01-06,3217,-130725,-869,-1895,-133489,TPEX
2026-01-06,3218,77000,0,-6836,70164,TPEX
2026-01-06,3219,-23000,0,13706,-9294,TPEX
2026-01-06,3221,25000,0,0,25000,TPEX
2026-01-06,3224,-2000,0,0,-2000,TPEX
2026-01-06,3226,-1000,0,0,-1000,TPEX
2026-01-06,3227,224200,78500,231059,533759,TPEX
2026-01-06,3228,71000,0,317,71317,TPEX
2026-01-06,3230,50000,0,761,50761,TPEX
2026-01-06,3232,-2000,0,0,-2000,TPEX
2026-01-06,3234,144000,0,-148,143852,TPEX
2026-01-06,3236,106000,0,4000,110000,TPEX
2026-01-06,3252,3000,0,72,3072,TPEX
2026-01-06,3259,-2000,0,0,-2000,TPEX
2026-01-06,3260,328800,193620,-816837,-294417,TPEX
2026-01-06,3264,-1104000,690679,1296000,882679,TPEX
2026-01-06,3265,-96000,-1474,22738,-74736,TPEX
2026-01-06,3268,1000,0,-3,997,TPEX
2026-01-06,3272,0,0,0,0,TPEX
2026-01-06,3276,52000,0,0,52000,TPEX
2026-01-06,3284,14000,0,0,14000,TPEX
2026-01-06,3287,-6000,0,0,-6000,TPEX
2026-01-06,3289,-267513,0,4937,-262576,TPEX
2026-01-06,3290,-41000,0,51512,10512,TPEX
2026-01-06,3293,-67491,-41000,931,-107560,TPEX
2026-01-06,3294,-347000,0,-142000,-489000,TPEX
2026-01-06,3297,23000,0,-536,22464,TPEX
2026-01-06,3303,22000,0,-349,21651,TPEX
2026-01-06,3306,54000,0,-100,53900,TPEX
2026-01-06,3310,0,0,-5000,-5000,TPEX
2026-01-06,3313,47000,0,0,47000,TPEX
2026-01-06,3317,-150000,0,-1649,-151649,TPEX
2026-01-06,3322,73000,0,0,73000,TPEX
2026-01-06,3323,36000,0,-5594,30406,TPEX
2026-01-06,3324,-124209,-412348,40879,-495678,TPEX
2026-01-06,3325,-10000,0,0,-10000,TPEX
2026-01-06,3332,-5000,0,1000,-4000,TPEX
2026-01-06,3339,191000,0,-1,190999,TPEX
2026-01-06,3349,45000,0,0,45000,TPEX
2026-01-06,3354,-13790,0,1000,-12790,TPEX
2026-01-06,3357,75000,0,226785,301785,TPEX
2026-01-06,3360,64000,0,-1423,62577,TPEX
