symbol,decision,score,tier,market_state,pattern_type,reason,risk_note
3037,hold,85.0,secondary_watchlist,strong_uptrend,w_pattern,均線分數 100，價格相對主要均線檢查完成；頸線 538.00，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先,突破型初始停損 3%；收盤跌破日K 3MA 先出 1/2，跌破日K 8MA 全出；加碼只在走強時進行。
4958,hold,85.0,secondary_watchlist,strong_uptrend,w_pattern,均線分數 100，價格相對主要均線檢查完成；頸線 188.50，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先,突破型初始停損 3%；收盤跌破日K 3MA 先出 1/2，跌破日K 8MA 全出；加碼只在走強時進行。
6205,hold,85.0,secondary_watchlist,strong_uptrend,w_pattern,均線分數 100，價格相對主要均線檢查完成；頸線 66.00，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先,突破型初始停損 3%；收盤跌破日K 3MA 先出 1/2，跌破日K 8MA 全出；加碼只在走強時進行。
8046,reject,74.76,secondary_watchlist,strong_uptrend,,均線分數 100，價格相對主要均線檢查完成；頸線 515.00，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,突破型初始停損 3%；收盤跌破日K 3MA 先出 1/2，跌破日K 8MA 全出；加碼只在走強時進行。
2313,reject,54.38,lower_priority,strong_uptrend,,均線分數 65，價格相對主要均線檢查完成；頸線 215.00，第二底不破/假跌破檢查 False；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先,突破型初始停損 3%；收盤跌破日K 3MA 先出 1/2，跌破日K 8MA 全出；加碼只在走強時進行。
