symbol,decision,score,tier,market_state,pattern_type,reason,risk_note
3037,hold,69.84,secondary_watchlist,strong_uptrend,w_pattern,均線分數 65，價格相對主要均線檢查完成；頸線 538.00，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；籌碼未確認偏多，只能列觀察組，不能列實際操作組,依序檢查大盤、強勢股、型態、日/週/月均線共振、籌碼、60K MACD與5K開盤節奏；大盤跌幅超過3%轉保守，不主動攻擊、不追價；短線看日K 3MA/8MA，中線看週K趨勢，長線月K 3MA不破續抱。
4958,reject,67.83,secondary_watchlist,strong_uptrend,,均線分數 100，價格相對主要均線檢查完成；N 字關鍵位 421.00，量縮回檔 False；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先；籌碼未確認偏多，只能列觀察組，不能列實際操作組,依序檢查大盤、強勢股、型態、日/週/月均線共振、籌碼、60K MACD與5K開盤節奏；大盤跌幅超過3%轉保守，不主動攻擊、不追價；短線看日K 3MA/8MA，中線看週K趨勢，長線月K 3MA不破續抱。
6205,reject,55.21,secondary_watchlist,strong_uptrend,,均線分數 65，價格相對主要均線檢查完成；頸線 55.20，第二底不破/假跌破檢查 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先；籌碼未確認偏多，只能列觀察組，不能列實際操作組,依序檢查大盤、強勢股、型態、日/週/月均線共振、籌碼、60K MACD與5K開盤節奏；大盤跌幅超過3%轉保守，不主動攻擊、不追價；短線看日K 3MA/8MA，中線看週K趨勢，長線月K 3MA不破續抱。
2313,reject,55.05,secondary_watchlist,strong_uptrend,,均線分數 65，價格相對主要均線檢查完成；N 字關鍵位 294.00，量縮回檔 True；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先；籌碼未確認偏多，只能列觀察組，不能列實際操作組,依序檢查大盤、強勢股、型態、日/週/月均線共振、籌碼、60K MACD與5K開盤節奏；大盤跌幅超過3%轉保守，不主動攻擊、不追價；短線看日K 3MA/8MA，中線看週K趨勢，長線月K 3MA不破續抱。
8046,reject,55.04,secondary_watchlist,strong_uptrend,,均線分數 65，價格相對主要均線檢查完成；N 字關鍵位 1005.00，量縮回檔 False；沒有籌碼資料，僅能列入技術觀察，不列最高優先；沒有結構，不做；沒有足夠成交量，不列最高優先；籌碼未確認偏多，只能列觀察組，不能列實際操作組,依序檢查大盤、強勢股、型態、日/週/月均線共振、籌碼、60K MACD與5K開盤節奏；大盤跌幅超過3%轉保守，不主動攻擊、不追價；短線看日K 3MA/8MA，中線看週K趨勢，長線月K 3MA不破續抱。
